mol_id,smiles,morpholine,benzene,train,A,B,A&~B,~A&B,A&B,~(A&B)
ZINC72424347,CC[C@H](CNc1nc(C2CC2)nc2c1CC[NH2+]CC2)N1CCOCC1,1,0,True,True,False,True,False,False,True
ZINC77299769,CC(C)OC(=O)NCC[C@@H]1CN(c2cnn(C)c(=O)c2)CCO1,1,0,True,True,False,True,False,False,True
ZINC96226462,Cc1cccc(CN2CCO[C@]3(CCCN(c4ncccn4)C3)C2)n1,1,0,True,True,False,True,False,False,True
ZINC25493116,Cc1nc(N)cc(N2CCOCC2)[nH+]1,1,0,True,True,False,True,False,False,True
ZINC70186662,CC(C)OC[C@@H](O)C[NH+]1C[C@@H](C)O[C@H](C)C1,1,0,True,True,False,True,False,False,True
ZINC20271270,C1CCc2sc(CN3CCC[C@H](N4CCOCC4)C3)nc2C1,1,0,True,True,False,True,False,False,True
ZINC30878796,C#CC[N@H+](C)CC[C@@H]1CC[C@H](O)[C@@H](C(=O)N2CCOCC2)O1,1,0,False,True,False,True,False,False,True
ZINC93640090,Cc1ccc(C[N@H+]2CCOC3(CCC3)C2)o1,1,0,False,True,False,True,False,False,True
ZINC40511153,C[C@H]1CN([C@@H](C)CNc2cc(Cl)nc(N)n2)C[C@H](C)O1,1,0,False,True,False,True,False,False,True
ZINC53624336,C=C1C=C([O-])N2C(=NC(N3CCOCC3)=[NH+][C@H]2c2cccs2)N1,1,0,False,True,False,True,False,False,True
ZINC90090050,NS(=O)(=O)NC[C@@H]1C[N@@H+]2CCCC[C@H]2CO1,1,0,False,True,False,True,False,False,True
ZINC96082623,Fc1cnc(N2CCO[C@@H]3[C@H](Cn4cc[nH+]c4)CC[C@H]32)nc1,1,0,False,True,False,True,False,False,True
ZINC00306990,C[n+]1cc(C(=O)NCC[N+]2(C)CCOCC2)ccc1/C=N/O,1,0,False,True,False,True,False,False,True
ZINC20358617,CN1CCc2c(sc3nc(SCC[NH+]4CCOCC4)nc(N)c23)C1,1,0,False,True,False,True,False,False,True
ZINC96055395,CN(C)C(=O)COC[C@H]1C[C@H]2[C@@H](C1)OCCN2Cc1ccoc1,1,0,False,True,False,True,False,False,True
ZINC59370707,C(#C[C@H](C[NH+]1CCCCC1)N1CCCCC1)CN1CCOCC1,1,0,False,True,False,True,False,False,True
ZINC35360282,C#CC(C)(C)OC[C@@H](O)C[NH+]1C[C@H](C)O[C@@H](C)C1,1,0,False,True,False,True,False,False,True
ZINC92381958,CCn1ncc(C(=O)N2C[C@H](CO)OC[C@@H]2C)c1C(F)(F)F,1,0,False,True,False,True,False,False,True
ZINC39287510,O=C1C(CNCCN2CCOCC2)=CC2=CC=C[C@H]3CCN1[C@H]23,1,0,False,True,False,True,False,False,True
ZINC30196357,C[C@H](C(=O)Nc1sccc1C(N)=O)N1CCOC(C)(C)C1,1,0,False,True,False,True,False,False,True
ZINC97145909,C[C@@](O)(C[NH2+][C@H]1CC[C@H](C(F)(F)F)CC1)C[NH+]1CCOCC1,1,0,False,True,False,True,False,False,True
ZINC89650283,CCCn1c(C)nn(C[N@H+]2CCO[C@H]3CCCC[C@@H]32)c1=S,1,0,False,True,False,True,False,False,True
ZINC48650739,C[C@H]1COCCN1CCCCl,1,0,False,True,False,True,False,False,True
ZINC76049800,c1cn[nH+]c(NC[C@H]2CN(Cc3noc(C4CC4)n3)CCO2)c1,1,0,False,True,False,True,False,False,True
ZINC66237737,CCn1c(SC[C@@H](O)CN2CCOCC2)nnc1-c1ccco1,1,0,False,True,False,True,False,False,True
ZINC72387870,Cc1nc(N)cc([C@H]2CN(S(=O)(=O)c3cn(C)cn3)CCO2)[nH+]1,1,0,False,True,False,True,False,False,True
ZINC55790913,CCC(CC)[C@H](CNC(=O)[C@H](C)OC)[NH+]1CCOCC1,1,0,False,True,False,True,False,False,True
ZINC20160283,[O-][N+]1=C2CCc3c(no[n+]3[O-])[C@@]2(O)[C@@H]2CCC[C@]21N1CCOCC1,1,0,False,True,False,True,False,False,True
ZINC95979847,O=C(c1cc2c(s1)CCCCCC2)N1CCOC[C@H]1CCO,1,0,False,True,False,True,False,False,True
ZINC31990029,N[C@H]1CS(=O)(=O)C[C@@H]1N1CCOCC1,1,0,False,True,False,True,False,False,True
ZINC89856532,CC(C)Cc1csc([C@@H]2CN3CCC[C@@H]3CO2)n1,1,0,False,True,False,True,False,False,True
ZINC96076702,Cn1cc(CN2CCO[C@]3(COCCN(c4ncccn4)C3)C2)cn1,1,0,False,True,False,True,False,False,True
ZINC12417991,C[C@H]1CN(CC#C[C@]2(C)CCCC(C)(C)O2)C[C@H](C)O1,1,0,False,True,False,True,False,False,True
ZINC05137852,Nc1nc(N2CCOCC2)nc(N2CCCCCC2)c1[N+](=O)[O-],1,0,False,True,False,True,False,False,True
ZINC51581948,CC(C)[C@H]1CC[C@H](C)C[C@H]1OC(=O)CN1CCO[C@H](C(N)=O)C1,1,0,False,True,False,True,False,False,True
ZINC96034492,C[C@H]1C[NH2+]C[C@@H](CO)O1,1,0,False,True,False,True,False,False,True
ZINC75763596,c1cc(C[NH2+]C[C@H]([C@H]2CCOC2)N2CCOCC2)ccn1,1,0,False,True,False,True,False,False,True
ZINC01778521,CCCCC[C@H]1C[C@H](CC#CC[NH+]2CCOCC2)C(=O)O1,1,0,False,True,False,True,False,False,True
ZINC72272390,N/C(NCCc1cccs1)=[NH+]/CCC[NH+]1CCOCC1,1,0,False,True,False,True,False,False,True
ZINC89289786,CCc1n[nH]c([C@@H]2CN(C(=O)c3ccc(NC4CC4)nc3)CCO2)n1,1,0,False,True,False,True,False,False,True
ZINC67513529,OCC#Cc1ccc(-c2[nH+]ccn2CCN2CCOCC2)s1,1,0,False,True,False,True,False,False,True
ZINC04218470,NNC(=O)c1cc(S(=O)(=O)N2CCOCC2)c[nH]1,1,0,False,True,False,True,False,False,True
ZINC93011157,Cc1ccc([O-])c(CN2CCCC[C@H]2CN2CCOCC2)[nH+]1,1,0,False,True,False,True,False,False,True
ZINC91452127,COCC[C@]1(CO)CCC[N@@H+](CC(=O)N2CCOCC2)C1,1,0,False,True,False,True,False,False,True
ZINC38679762,N/C(=[NH+]/[NH+]=C(/[S-])N1CCOCC1)c1cnccn1,1,0,False,True,False,True,False,False,True
ZINC48066937,CCCNC(=O)CNC(=O)NC[C@@H](c1ccc(C)o1)N1CCOCC1,1,0,False,True,False,True,False,False,True
ZINC86101867,CC/[NH+]=C(/NC[C@@H](C)C[NH+]1CCOCC1)N1CC[C@@H]([N+]2=CCCC2)C1,1,0,False,True,False,True,False,False,True
ZINC89314232,COCC#CCN1CCO[C@@H](C[NH+](C)C)C1,1,0,False,True,False,True,False,False,True
ZINC95526091,CCSc1ncc([C@@H](C#Cc2ccc(N)nc2)N2CCOCC2)cn1,1,0,False,True,False,True,False,False,True
ZINC98143850,C[C@H]1CN(C[C@H](O)C[N@@H+](C)Cc2ccsc2)C[C@@H](C)O1,1,0,False,True,False,True,False,False,True
ZINC74171376,C#CCN1CCN(Cn2nc(N3CCOCC3)n(CC)c2=S)CC1,1,0,False,True,False,True,False,False,True
ZINC43526487,C#C[C@H]1C[N@H+]2CC[C@@H]1C[C@@H]2CNC(=S)NCCN1CCOCC1,1,0,False,True,False,True,False,False,True
ZINC72462760,Cn1c(CN2CCOCC2)nnc1[C@@H]1CCC[N@H+](CCCC(N)=O)C1,1,0,False,True,False,True,False,False,True
ZINC30879604,CS(=O)(=O)NC[C@H]1O[C@@H](CO)[C@@H](O)[C@H]1N1CCOCC1,1,0,False,True,False,True,False,False,True
ZINC92506489,CC(C)c1ncc(CN2CCC[C@H]2C[N@@H+]2C[C@H](C)O[C@H](C)C2)s1,1,0,False,True,False,True,False,False,True
ZINC33413653,C[C@H]1COC[C@@H](C)N1c1nnc(N)s1,1,0,False,True,False,True,False,False,True
ZINC40701439,Cc1ccnc(Nc2ncnc(NCCN3CCOCC3)c2N)c1,1,0,False,True,False,True,False,False,True
ZINC56062322,C[C@H]1CN(c2ccc(CNS(=O)(=O)N3CCCCC3)c[nH+]2)C[C@H](C)O1,1,0,False,True,False,True,False,False,True
ZINC19926686,Nc1ncn(C[C@@H](O)C[NH+]2CCOCC2)c2nc(NCCO)nc1-2,1,0,False,True,False,True,False,False,True
ZINC89781574,O=S(=O)(C[C@@H]1CCOC1)N1CCOC[C@@H]1C1CC1,1,0,False,True,False,True,False,False,True
ZINC28218498,CC(C)[C@H](Sc1nnc(C(C)(C)C)n1N)C(=O)N1CCOCC1,1,0,False,True,False,True,False,False,True
ZINC72979256,C#CCN(CCC[NH+]1CCOCC1)[C@H]1CCS(=O)(=O)C1,1,0,False,True,False,True,False,False,True
ZINC89469328,CCCC[C@@H](NC(N)=O)C(=O)N1CCO[C@H](CCC)C1,1,0,False,True,False,True,False,False,True
ZINC50170846,C[C@H]1CN(CCCNC(=O)c2ccnc(-n3ccnc3)c2)C[C@@H](C)O1,1,0,False,True,False,True,False,False,True
ZINC19877892,C/C(=C\C[C@@H](C)O)CN1CCOCC1,1,0,False,True,False,True,False,False,True
ZINC04489311,O/N=C/c1ccc(N2CCOCC2)s1,1,0,False,True,False,True,False,False,True
ZINC97159194,Cc1[nH]ncc1C[NH2+]Cc1ccc[nH+]c1N1CCOCC1,1,0,False,True,False,True,False,False,True
ZINC85473314,O=C(C1CC1)N1CCCSC[C@@H]1C[NH+]1CCOCC1,1,0,False,True,False,True,False,False,True
ZINC84774628,CCN(C[C@H]1CN(CCn2cc(C#N)cn2)CCO1)c1ccc[nH+]n1,1,0,False,True,False,True,False,False,True
ZINC84736037,CC[C@H]1CN(C(=O)c2cc(C(C)C)no2)C[C@H]1[NH+]1CCOCC1,1,0,False,True,False,True,False,False,True
ZINC90611743,C#CCCCCNC(=O)NC[C@H]1CN2CCCC[C@@H]2CO1,1,0,False,True,False,True,False,False,True
ZINC57153338,C#CCN1CCC(C(=O)NCC(C)(C)N2C[C@H](C)O[C@H](C)C2)CC1,1,0,False,True,False,True,False,False,True
ZINC69796407,S=c1[nH]c(-c2cccs2)nn1CN1CCC[C@H](C[NH+]2CCOCC2)C1,1,0,False,True,False,True,False,False,True
ZINC36097503,C#CCOC[C@@H](O)C[N@@H+](CCN1CCOCC1)Cc1ccc(C)o1,1,0,False,True,False,True,False,False,True
ZINC96041375,c1cncc(CO[C@H]2CC[C@H]3[C@@H]2OCCN3C2CCOCC2)c1,1,0,False,True,False,True,False,False,True
ZINC95961353,CC#CC[N@H+](C)C[C@@H](c1cccs1)N1CCOCC1,1,0,False,True,False,True,False,False,True
ZINC19594340,O/N=C1/CCCCCCCCCC[C@H]1N1CCOCC1,1,0,False,True,False,True,False,False,True
ZINC77438851,CS(=O)(=O)N1CCO[C@@H](Cn2ccnc2-c2cc(C#CCO)cs2)C1,1,0,False,True,False,True,False,False,True
ZINC75666043,C[C@H]1C[NH+](Cn2nc(-c3ccco3)n(CCC(N)=O)c2=S)C[C@H](C)O1,1,0,False,True,False,True,False,False,True
ZINC42484167,CC/C=C(/C)C(=O)NCc1cc[nH+]c(N2CCOCC2)c1,1,0,False,True,False,True,False,False,True
ZINC96081885,FC(F)(F)CC[N@H+]1C[C@H]2CCC[C@@H](CN3CCOCC3)[C@H]2C1,1,0,False,True,False,True,False,False,True
ZINC44894053,O=C(NC1CCCCC1)c1nc(CC(=O)N2CCOCC2)no1,1,0,False,True,False,True,False,False,True
ZINC96094409,Cc1nc(C[N@@H+]2CCO[C@@H]3C[C@@H](COCC4CC4)C[C@H]32)cs1,1,0,False,True,False,True,False,False,True
ZINC91435123,O=C(c1c[nH]c(=O)cc1[O-])N1C[C@H](CO)C[C@H](CN2CCOCC2)C1,1,0,False,True,False,True,False,False,True
ZINC77265472,[NH3+]C[C@H](C(=O)[O-])N1CCOCC1,1,0,False,True,False,True,False,False,True
ZINC44934007,CC[C@@](C)(C[N-]S(=O)(=O)N1CCOCC1)[NH+]1CCOCC1,2,0,False,True,False,True,False,False,True
ZINC72369005,Cc1cc(N2CCO[C@@H](c3cc(O)n(C)n3)C2)nc[nH+]1,1,0,False,True,False,True,False,False,True
ZINC40501445,C[C@H]1CN(Cc2cc(=O)n3ccsc3n2)[C@H](C)CO1,1,0,False,True,False,True,False,False,True
ZINC92587110,Cc1ccc(O)c(C[N@H+]2CC[C@H](CN3C[C@H](C)O[C@@H](C)C3)CC2)n1,1,0,False,True,False,True,False,False,True
ZINC92218236,CC(C)c1nn(C)c(Cl)c1C[N@@H+]1CCC[C@H]1CN1CCOCC1,1,0,False,True,False,True,False,False,True
ZINC33764747,CC[C@@H](C)NC(=S)N(CC[NH+]1CCOCC1)Cc1cccnc1,1,0,False,True,False,True,False,False,True
ZINC45712753,C[C@H]1C[NH+](CCNS(=O)(=O)c2ncn(C)c2Cl)C[C@H](C)O1,1,0,False,True,False,True,False,False,True
ZINC69922646,C[C@H]1CN(CC/[NH+]=C(\N)NCC2CCC2)C[C@H](C)O1,1,0,False,True,False,True,False,False,True
ZINC51676095,NC(=O)[C@H]1CN(C(=O)NC[C@H](c2ccco2)[NH+]2CCCCC2)CCO1,1,0,False,True,False,True,False,False,True
ZINC20534931,CC(C)(O)C#Cc1ccc(C[N@H+]2C[C@H](O)[C@@H](N3CCOCC3)C2)s1,1,0,False,True,False,True,False,False,True
ZINC84544027,O[C@H](COC[C@@H]1CCCO1)CN1CCO[C@@H]2CCCC[C@@H]21,1,0,False,True,False,True,False,False,True
ZINC48540786,C[C@@H](CO)NC(=O)NCc1ccc(N2CCO[C@H](C)C2)nc1,1,0,False,True,False,True,False,False,True
ZINC93659017,Cc1ccc2[nH+]cc(CN3CCO[C@H](c4cnn(C)c4)C3)n2c1,1,0,False,True,False,True,False,False,True
ZINC02474314,C=CCC[C@](C)(C#CC[NH+]1CCOCC1)OC(C)=O,1,0,False,True,False,True,False,False,True
ZINC14086049,Cc1sc2nc(CN3C[C@H](C)O[C@H](C)C3)nc(N)c2c1C,1,0,False,True,False,True,False,False,True
ZINC73058269,CC(C)C[C@@H]1COCCN1C(=O)N[C@H](C)Cn1cncn1,1,0,False,True,False,True,False,False,True
ZINC06644683,C#CCCSC(=S)N1CCOCC1,1,0,False,True,False,True,False,False,True
ZINC42651703,CCc1noc([C@@H](C)[NH+]2C[C@@H](C)O[C@H](C)C2)n1,1,0,False,True,False,True,False,False,True
ZINC20573676,Cc1c(C)n(CCN2CCOCC2)c2ncn(CCCO)c(=[NH2+])c12,1,0,False,True,False,True,False,False,True
ZINC33624263,CC[C@](C)(C#CCN1CCOCC1)OCCC#N,1,0,False,True,False,True,False,False,True
ZINC77322692,Cn1ncc(N2CCO[C@@H](CCNc3cc(N)nc(N)n3)C2)cc1=O,1,0,False,True,False,True,False,False,True
ZINC93081660,COC(=O)[C@@H]1CN(Cc2ncccc2C(F)(F)F)CCO1,1,0,False,True,False,True,False,False,True
ZINC88479158,C[C@H](CCCO)NC(=O)NCC(C)(C)[NH+]1CCOCC1,1,0,False,True,False,True,False,False,True
ZINC19720876,CC(C)CCC[C@@H]1CN(Cc2ncc[nH]2)CCO1,1,0,False,True,False,True,False,False,True
ZINC71817326,O=c1c(C(F)(F)F)cc(C2CC2)nn1C[C@@H](O)CN1CCOCC1,1,0,False,True,False,True,False,False,True
ZINC40725031,CC(C)CN(CC(C)C)c1ncnc(N2CCOCC2)c1N,1,0,False,True,False,True,False,False,True
ZINC96179502,Nc1nc(N2CCC(C[NH+]3CCOCC3)CC2)c2nc[nH]c2n1,1,0,False,True,False,True,False,False,True
ZINC71767971,O=C(c1cnn2cc(CCO)cnc12)N1CCO[C@H](C(F)(F)F)C1,1,0,False,True,False,True,False,False,True
ZINC72443383,c1ccc(-c2ccnc(N3CCOCC3)n2)nc1,1,0,False,True,False,True,False,False,True
ZINC88481660,CC(C)[C@H](CNC(=O)N[C@](C)(CO)C1CCCCC1)N1CCOCC1,1,0,False,True,False,True,False,False,True
ZINC39136772,C#CCN1[C@H](C)COC[C@H]1C,1,0,False,True,False,True,False,False,True
ZINC33350990,Nc1c2c3c(sc2nc[n+]1CCN1CCOCC1)CCCC3,1,0,False,True,False,True,False,False,True
ZINC89896745,C#CCN1CCN(C(=O)N[C@@H](C)[C@H](C)[NH+]2CCOCC2)CC1,1,0,False,True,False,True,False,False,True
ZINC20029276,CCn1c(CN2CCOCC2)nc2c1c(=O)n(C)c(=O)n2C,1,0,False,True,False,True,False,False,True
ZINC02289116,CC[C@@]1(C)C[C@]2(CCC[N@H+](CC#CC[NH+]3CCOCC3)C2)CCO1,1,0,False,True,False,True,False,False,True
ZINC83830160,CCc1nc([C@H]2CN(CCn3cccn3)CCO2)n[nH]1,1,0,False,True,False,True,False,False,True
ZINC92486994,CC[C@H]1CN(Cc2ccc(C)o2)C[C@H](C)O1,1,0,False,True,False,True,False,False,True
ZINC69859555,C#CCN1CCC[C@@H](CN2CCOCC2)C1,1,0,False,True,False,True,False,False,True
ZINC72447096,C[C@@H]([C@H]1CC[N@H+](Cc2cccnc2N)CC1)N1CCOCC1,1,0,False,True,False,True,False,False,True
ZINC91858836,C=CC[C@]1(CO)CCCN(c2cc(N)nc(N3CCOCC3)n2)C1,1,0,False,True,False,True,False,False,True
ZINC97228070,C[C@@H](C/[NH+]=C(\N)N1CCCCCC1)N1CCOC[C@@H]1C,1,0,False,True,False,True,False,False,True
ZINC90010020,Nc1cc[nH+]c(CN2CCOC[C@H]2C2CC2)n1,1,0,False,True,False,True,False,False,True
ZINC96249435,Cn1cc(C[N@@H+]2CC[C@H]3OCCN(c4cccnc4)[C@@H]3CC2)cn1,1,0,False,True,False,True,False,False,True
ZINC96226689,Cc1nc(CN2CCC[C@]3(C2)CN(c2cccc[nH+]2)CCO3)cs1,1,0,False,True,False,True,False,False,True
ZINC22026612,C#CCC[NH+]1CCN(Cc2cnc(N3CCOCC3)nc2)CC1,1,0,False,True,False,True,False,False,True
ZINC79252456,C[C@H](CNC(=O)N1CCCCC[C@H]1c1ccncc1)[NH+]1CCOCC1,1,0,False,True,False,True,False,False,True
ZINC58363330,C/[NH+]=C(/N)NCCC[NH+]1C[C@H](C)O[C@@H](C)C1,1,0,False,True,False,True,False,False,True
ZINC69351358,CN1CCO[C@H](C[NH2+]Cc2ccsc2)C1,1,0,False,True,False,True,False,False,True
ZINC47938589,C[C@H]1CN(S(=O)(=O)CCNc2ccccn2)C[C@@H](C)O1,1,0,False,True,False,True,False,False,True
ZINC72253429,Cc1nc(C)n(C[C@@H]2CN(CC(=O)NC3CCCC3)CCO2)n1,1,0,False,True,False,True,False,False,True
ZINC66403077,O[C@@H](CSc1ccc(C(F)(F)F)cn1)C[NH+]1CCOCC1,1,0,False,True,False,True,False,False,True
ZINC92790427,CCc1nn(C)c(CC)c1CN1CCO[C@@H](c2nc(C)cs2)C1,1,0,False,True,False,True,False,False,True
ZINC75604570,Cc1cc(NCCC[NH+]2CCOCC2)nc(N)[nH+]1,1,0,False,True,False,True,False,False,True
ZINC97252888,C[C@@H]1CN(C(=O)c2cc(Cl)c(Cl)[nH]2)[C@H](C)CO1,1,0,False,True,False,True,False,False,True
ZINC78892969,CC(C)c1n[nH]c([C@H]2CN(Cc3cn4ccsc4n3)CCO2)n1,1,0,False,True,False,True,False,False,True
ZINC66378071,C#CC[N@@H+]1CCC[C@H]1CN1C[C@@H](C)O[C@H](C)C1,1,0,False,True,False,True,False,False,True
ZINC61976660,C[C@](O)(CNC(=O)C(=O)NCCN1CCOCC1)C1CC1,1,0,False,True,False,True,False,False,True
ZINC72470627,C[C@@H]1CCC[C@@H](C)N1Cc1nc(N)nc(N2CCOCC2)n1,1,0,False,True,False,True,False,False,True
ZINC71751686,O=C([O-])C1(O)CCN(c2ncc(F)c(N3CCOCC3)n2)CC1,1,0,False,True,False,True,False,False,True
ZINC28295226,C#CCC(C)(C)OC[C@H](O)CN1CCOCC1,1,0,False,True,False,True,False,False,True
ZINC88499859,CC[C@@H](C)CSc1nnc(N2CCOCC2)n1CC(F)(F)F,1,0,False,True,False,True,False,False,True
ZINC95972042,C[C@@](O)(CNc1ncccc1F)CN1CCOCC1,1,0,False,True,False,True,False,False,True
ZINC85470588,CC(C)S(=O)(=O)NCC#CCN1CCOCC1,1,0,False,True,False,True,False,False,True
ZINC66475329,CCOC(=O)[C@@H]1CCC[N@H+](C[C@H](O)CN2C[C@H](C)O[C@H](C)C2)C1,1,0,False,True,False,True,False,False,True
ZINC69967167,c1ncn(C[C@@H]2CN(Cc3nc(C4CC4)no3)CCO2)n1,1,0,False,True,False,True,False,False,True
ZINC19747763,CCn1ccc(C(=O)N2CCO[C@@H](C(=O)NC3CCCC3)C2)n1,1,0,False,True,False,True,False,False,True
ZINC40731532,C[C@H]1CCCN(c2ncnc(NCC[NH+]3CCOCC3)c2N)C1,1,0,False,True,False,True,False,False,True
ZINC96158855,O=S(=O)(C1CC1)N1CCC2(CC1)CN(Cc1ccccn1)CCO2,1,0,False,True,False,True,False,False,True
ZINC91876885,Cc1nccnc1N1C[C@H](CO)[C@H](CN2C[C@H](C)O[C@H](C)C2)C1,1,0,False,True,False,True,False,False,True
ZINC22873309,Cc1ccc([C@H](CNC(=O)[C@]2(C)CC2(Cl)Cl)[NH+]2CCOCC2)o1,1,0,False,True,False,True,False,False,True
ZINC22325647,C[C@@H]1CN(Cc2csc(NC(=O)c3nccnc3N)n2)C[C@@H](C)O1,1,0,False,True,False,True,False,False,True
ZINC90010057,C[C@@H]1CCCN1C(=O)CCN1CCOC[C@@H]1C1CC1,1,0,False,True,False,True,False,False,True
ZINC74942770,C[C@H]1C[NH2+]C[C@H]1N1CCOCC1,1,0,False,True,False,True,False,False,True
ZINC92735617,C=CCOc1c(CN2CCO[C@H](C(N)=O)C2)c(C)nn1C,1,0,False,True,False,True,False,False,True
ZINC84963976,OC[C@@H](O)CN(CCC(F)(F)F)C[C@H](O)CN1CCOCC1,1,0,False,True,False,True,False,False,True
ZINC05631062,OCCC#CC[NH+]1CCOCC1,1,0,False,True,False,True,False,False,True
ZINC75564552,C#CCNC(=O)NC[C@@H](CC(C)C)N1CCOCC1,1,0,False,True,False,True,False,False,True
ZINC12505388,C[C@H]1CN(CCC[NH3+])C[C@@H](C)O1,1,0,False,True,False,True,False,False,True
ZINC32553315,Cc1c[nH+]c(NCCN2C[C@H](C)O[C@@H](C)C2)nc1N,1,0,False,True,False,True,False,False,True
ZINC69857276,NC(=O)NC(=O)C[N@H+]1CCC[C@@H](CN2CCOCC2)C1,1,0,False,True,False,True,False,False,True
ZINC93640212,CCc1ccc(CN2CCOC3(CCC3)C2)o1,1,0,False,True,False,True,False,False,True
ZINC69658313,Cc1csc(N2CCN(C[C@@H](O)C[NH+]3CCOCC3)CC2)n1,1,0,False,True,False,True,False,False,True
ZINC72385818,Cn1cc(CN2CCO[C@@H](c3cc(CCO)[nH]n3)C2)cn1,1,0,False,True,False,True,False,False,True
ZINC66481481,C=CCn1c(C)nnc1SC[C@@H](O)CN1C[C@@H](C)O[C@H](C)C1,1,0,False,True,False,True,False,False,True
ZINC89900690,Cc1ccc(C[C@H](C)NC(=O)N2CCOC[C@H]2C2CC2)s1,1,0,False,True,False,True,False,False,True
ZINC89972801,C#CCN1CCC(C(=O)N2CCOC[C@@H]2C2CC2)CC1,1,0,False,True,False,True,False,False,True
ZINC96226807,OCCN1CCO[C@]2(CCCN(c3ncc(F)cn3)C2)C1,1,0,False,True,False,True,False,False,True
ZINC89800033,O=S(=O)(c1cccs1)N1CCOC[C@H]1CCO,1,0,False,True,False,True,False,False,True
ZINC65168828,C[C@H]1C[NH+](C[C@H](O)CSc2nnnn2C)C[C@H](C)O1,1,0,False,True,False,True,False,False,True
ZINC97021013,C#CCN(CC1CC1)C(=O)NCC[NH+]1CCOCC1,1,0,False,True,False,True,False,False,True
ZINC72473065,C[C@@H](C1CCN(Cc2cnc(N(C)C)s2)CC1)N1CCOCC1,1,0,False,True,False,True,False,False,True
ZINC96057936,c1cc(CN2CCO[C@@H]3[C@@H]2CC[C@H]3OCC[NH+]2CCCC2)ccn1,1,0,False,True,False,True,False,False,True
ZINC12419838,C#CC1(OC[C@@H](O)CN2C[C@@H](C)O[C@H](C)C2)CCCCC1,1,0,False,True,False,True,False,False,True
ZINC05164802,C[C@H]1CN(c2nc(NC[C@@H]3CCCO3)nc(N)c2[N+](=O)[O-])C[C@H](C)O1,1,0,False,True,False,True,False,False,True
ZINC51712248,CCC[C@H]1CC[C@@H](NC(=O)N2CCO[C@H](C(N)=O)C2)CC1,1,0,False,True,False,True,False,False,True
ZINC22002032,O[C@@H]1CCC[C@H]1N1CCOCC1,1,0,False,True,False,True,False,False,True
ZINC19913787,C=CC#CCN1CCOCC1,1,0,False,True,False,True,False,False,True
ZINC28689971,O=c1c2c3c(sc2ncn1C[C@@H](O)C[NH+]1CCOCC1)CCC3,1,0,False,True,False,True,False,False,True
ZINC89261615,C#CCN(C[C@@H]1CCCO1)C(=O)NC[C@H]1C[N@H+]2CCC[C@@H]2CO1,1,0,False,True,False,True,False,False,True
ZINC97337081,C[C@@H](C[NH+]1CCCCC1)NC(=O)NCCC[NH+]1CCOCC1,1,0,False,True,False,True,False,False,True
ZINC05581189,Cc1nnc(SCC(=O)N2CCOCC2)n1N,1,0,False,True,False,True,False,False,True
ZINC97056012,C#CC[N@H+]1CC[C@H](CCC[NH+]2CCOCC2)CC1,1,0,False,True,False,True,False,False,True
ZINC44911433,Cc1cnc(C(=O)NC[C@@H]([C@H]2CCOC2)N2CCOCC2)cn1,1,0,False,True,False,True,False,False,True
ZINC66400346,CCCn1c(SC[C@@H](O)C[NH+]2CCOCC2)nnc1-c1ccncc1,1,0,False,True,False,True,False,False,True
ZINC73894912,CCCCNC(=O)NC[C@@H](C(CC)CC)N1CCOCC1,1,0,False,True,False,True,False,False,True
ZINC67946808,[NH3+]C[C@H]1CN(Cc2cc(C#CCO)cs2)CCO1,1,0,False,True,False,True,False,False,True
ZINC89914005,C#CCN(CC#CC)C(=O)NCCN1CCOCC1,1,0,False,True,False,True,False,False,True
ZINC40725315,Nc1c(NCCCn2cc[nH+]c2)ncnc1N1CCOCC1,1,0,False,True,False,True,False,False,True
ZINC71045164,C#CC[N@H+]1CC[C@H](C(=O)N2CCOC[C@@H]2CC(C)C)CC1,1,0,False,True,False,True,False,False,True
ZINC90007650,Nc1nc(CN2CCOC[C@H]2C2CC2)nc2sc3c(c12)CCCC3,1,0,False,True,False,True,False,False,True
ZINC48913779,CCc1ccsc1C(=O)NC[C@@H](C)[NH+]1CCOCC1,1,0,False,True,False,True,False,False,True
ZINC92807524,CC(C)(C)c1csc([C@H]2CN(Cc3ccsc3)CCO2)n1,1,0,False,True,False,True,False,False,True
ZINC90681911,CCc1cnc(CN(C)C(=O)NC[C@H]2C[N@H+]3CCCC[C@@H]3CO2)s1,1,0,False,True,False,True,False,False,True
ZINC93012247,Cc1ccc(-c2ncc(CN3CCCC[C@@H]3C[NH+]3CCOCC3)s2)o1,1,0,False,True,False,True,False,False,True
ZINC71880796,Cc1cc(C)n([C@H]2C[N@H+](C[C@@H](O)CN3C[C@H](C)O[C@H](C)C3)C2)n1,1,0,False,True,False,True,False,False,True
ZINC96250047,O=C(c1ccco1)N1CCO[C@@H]2[C@@H]1CC[C@@H]2COCc1cccnc1,1,0,False,True,False,True,False,False,True
ZINC02932112,CC(C)(C#CC[NH+]1CCOCC1)OCCC#N,1,0,False,True,False,True,False,False,True
ZINC40687560,Nc1c(NCCC[NH+]2CCOCC2)ncnc1Nc1ccncc1,1,0,False,True,False,True,False,False,True
ZINC45944143,C#CCN1CCN(S(=O)(=O)N2C[C@@H](C)O[C@H](C)C2)CC1,1,0,False,True,False,True,False,False,True
ZINC92734852,COCc1ccc(CN2CCO[C@@H](C(N)=O)C2)o1,1,0,False,True,False,True,False,False,True
