mol_id,smiles,ester,benzene,train,A,B,A&~B,~A&B,A&B,~(A&B)
ZINC01587993,CCC1(C(=O)c2ccccc2)C(C(=O)OC)=NC(=S)N=C1C(=O)OC,2,1,True,True,True,False,False,True,False
ZINC00052434,Cc1ccc(C)c(C(=O)COC(=O)c2nonc2N)c1,1,1,True,True,True,False,False,True,False
ZINC71922226,CC(C)[C@H](NCC(F)(F)F)C(=O)OCC(=O)N(C)c1ccccc1,1,1,True,True,True,False,False,True,False
ZINC91867325,C#CC[C@@H](OC(=O)c1ncn(-c2ccccc2)n1)C1CC1,1,1,True,True,True,False,False,True,False
ZINC07979920,CCOC(=O)/C=C1\SCC(=O)N1CCOc1ccccc1C#N,1,1,True,True,True,False,False,True,False
ZINC00645443,CCOC(=O)c1c[nH+]c2ccc(Br)cc2c1NC[C@H](C)O,1,1,True,True,True,False,False,True,False
ZINC92643748,CCCn1c(CN2CCC[C@H](C(=O)OC)C2)nc2ccccc21,1,1,True,True,True,False,False,True,False
ZINC69658181,O=C(OCCOCC(F)(F)F)c1cnc(-c2ccccc2F)s1,1,1,True,True,True,False,False,True,False
ZINC95457985,COC(=O)c1sc(N(CCCO)Cc2cccc(Cl)c2)nc1Cl,1,1,True,True,True,False,False,True,False
ZINC89880439,CCOC(=O)CC1(CNC(=O)Cc2ccccc2O)CCCCC1,1,1,True,True,True,False,False,True,False
ZINC21148128,COC(=O)Cn1cc(-c2nnco2)c2ccccc21,1,1,True,True,True,False,False,True,False
ZINC89895315,COC(=O)CC[C@@H](C)[NH2+]Cc1cccc(CO)c1,1,1,True,True,True,False,False,True,False
ZINC03216297,O=C(COC(=O)CSc1ccc2ccccc2c1Br)NC1CC1,1,2,True,True,True,False,False,True,False
ZINC07007091,CCCN(c1ccccc1F)S(=O)(=O)c1cc(C(=O)OC)n(C)c1,1,1,True,True,True,False,False,True,False
ZINC00290272,CCOC(=O)[C@H](C(N)=O)[C@]1(O)OC(c2ccccc2)=CC1=O,1,1,True,True,True,False,False,True,False
ZINC59501985,O=C1C=C(OCCOc2ccccc2)C2(CCCCC2)O1,1,1,True,True,True,False,False,True,False
ZINC34650861,COC(=O)[C@@]1(C)C[C@H](CO)[C@H](c2ccccc2Cl)[NH2+]1,1,1,True,True,True,False,False,True,False
ZINC39931772,COC(=O)CC(=O)c1cc2ccc(O)cc2oc1=O,1,1,True,True,True,False,False,True,False
ZINC71260959,C=C(C(=O)OCC)[C@H](O)/C=C(\Cl)c1ccc(F)cc1,1,1,True,True,True,False,False,True,False
ZINC97049123,O=CN1CCC(OC(=O)c2ccn(-c3ccccc3F)n2)CC1,1,1,True,True,True,False,False,True,False
ZINC71775830,CCOC(=O)CCn1cc[nH+]c1-c1ccc(O)cc1Cl,1,1,True,True,True,False,False,True,False
ZINC01904750,C/C(Cl)=C/C[N+](C)(C)CC(=O)OCCc1ccccc1,1,1,True,True,True,False,False,True,False
ZINC14016359,Cc1[n-]sc(=N)c1C(=O)OCC(=O)NC(=O)OCc1ccccc1,1,1,True,True,True,False,False,True,False
ZINC03027650,CCOC(=O)[C@@H](NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)[C@@H](C)CC,1,1,True,True,True,False,False,True,False
ZINC02509213,CCOC(=O)[C@H](/C=N/[C@@H](C(=O)[O-])c1ccccc1)C(C)=O,1,1,True,True,True,False,False,True,False
ZINC58948282,CCOC(=O)/C(CC)=C(/C)NNC(=O)CNc1ccccc1OC,1,1,True,True,True,False,False,True,False
ZINC72240767,COC(=O)c1cc(C)nc(Nc2ccc(O)cc2)n1,1,1,True,True,True,False,False,True,False
ZINC20840821,O=C(CSc1nnc(C(F)(F)F)n1-c1ccccc1)OC1CCCC1,1,1,True,True,True,False,False,True,False
ZINC92380107,CCN(CCC(=O)OC)Cc1ccc(N2CCOCC2)c(F)c1,1,1,True,True,True,False,False,True,False
ZINC40808085,COC(=O)[C@@H](NC(=O)c1cccc(-c2nnnn2C)c1)C(C)C,1,1,True,True,True,False,False,True,False
ZINC89983284,C[N@H+](CC(=O)OCCCc1nc2ncccn2n1)Cc1ccccc1,1,1,True,True,True,False,False,True,False
ZINC92733121,CCOC(=O)/C=C/c1ccc(NC(=O)NCc2cc(Cl)ccn2)cc1,1,1,True,True,True,False,False,True,False
ZINC49005657,C#CCOC(=O)CN1C(=O)COc2ccc(Cl)cc21,1,1,True,True,True,False,False,True,False
ZINC54315236,COC(=O)Cc1sc(NC(=O)c2sccc2C)nc1-c1ccccc1,1,1,True,True,True,False,False,True,False
ZINC00209053,CCOc1ccc(NC(=O)CC[C@@H]2CC(C)(C)OC2=O)cc1,1,1,True,True,True,False,False,True,False
ZINC05006769,COC(=O)CN1C(=O)N/C(=C/c2ccc(OCC(N)=O)cc2)C1=O,1,1,True,True,True,False,False,True,False
ZINC50207777,CCC[C@H](OC(=O)COc1ccc(CC(N)=O)cc1)c1ccccc1,1,2,True,True,True,False,False,True,False
ZINC02575024,CCCCCCCC(=O)Oc1c[nH]c2ccc(Br)c(Cl)c12,1,1,True,True,True,False,False,True,False
ZINC95958794,Cc1ccccc1C1(CN[C@@H]2C[C@@H](C)OC2=O)CCCCC1,1,1,True,True,True,False,False,True,False
ZINC04319502,COc1ccc(C(=O)[C@H](C)OC(=O)[C@@H]2C[C@@H]3CCC[C@H](C2)C3=O)cc1,1,1,True,True,True,False,False,True,False
ZINC88535850,COC(=O)c1ccsc1N1CC[C@@H](Nc2cc(OC)ccc2F)C1=O,1,1,True,True,True,False,False,True,False
ZINC87255918,COC(=O)c1[nH]c(C)cc1NC(=O)c1cnc(Cc2ccccc2)s1,1,1,True,True,True,False,False,True,False
ZINC09088003,CCOC(=O)C1=C(C)Nc2[nH+]c3ccccc3n2[C@@H]1c1ccncc1,1,1,True,True,True,False,False,True,False
ZINC05078358,CC[C@H](Sc1nc(N)c(NC(=O)c2ccccc2)c(=O)[nH]1)C(=O)OC,1,1,True,True,True,False,False,True,False
ZINC71908088,COC(=O)CCN(C[C@@H]1CCCO1)C(=O)c1cccc2c1OCCO2,1,1,True,True,True,False,False,True,False
ZINC01046899,CCOC(=O)c1cnc2c(F)ccc(F)c2c1Oc1cncc(Cl)c1,1,1,True,True,True,False,False,True,False
ZINC00415683,COc1ccc2c(c1)cc(C)c1nnc(SCC(=O)OC(C)C)n12,1,1,True,True,True,False,False,True,False
ZINC65385431,CCOC(=O)[C@@H]1CCCCN1CC(=O)NC1[NH+]=c2ccccc2=[NH+]1,1,1,True,True,True,False,False,True,False
ZINC72237435,Cc1cc(OCC(=O)OC(C)C)c2cc(C)c(Cl)cc2n1,1,1,True,True,True,False,False,True,False
ZINC76761893,CC(C)OC(=O)/C(C#N)=C\c1cnn(-c2ccc(F)cc2)c1,1,1,True,True,True,False,False,True,False
ZINC75544705,COC(=O)c1c(N[C@H](C)c2ccccc2)c2cccc(Cl)c2[nH]c1=O,1,2,True,True,True,False,False,True,False
ZINC01344507,O=C1NC2=C(C(=O)OC2)[C@H](c2ccc(Br)cc2)N1,1,1,True,True,True,False,False,True,False
ZINC98142793,COC(=O)CN(Cc1ccc(OC(F)F)cc1)C(C)C,1,1,True,True,True,False,False,True,False
ZINC95611770,COC(=O)[C@H](F)[C@H](OC)Sc1ccccc1,1,1,True,True,True,False,False,True,False
ZINC22018909,COC(=O)CC(/C=N/O)=C(/Cl)c1ccc(C)cc1,1,1,True,True,True,False,False,True,False
ZINC95081819,CC(C)OC(=O)[C@@H](c1ccc(Cl)cc1)C(C)C,1,1,True,True,True,False,False,True,False
ZINC74087911,Cc1ncsc1CCOC(=O)C1(c2cccc(Cl)c2)CC1,1,1,True,True,True,False,False,True,False
ZINC00126002,CCOC(=O)c1nc2c(o1)NC(N)=C(C#N)[C@@H]2c1ccc(F)cc1,1,1,True,True,True,False,False,True,False
ZINC02242256,COC(=O)Cc1cc(=O)n(-c2nc3ccccc3[nH]2)[nH]1,1,1,True,True,True,False,False,True,False
ZINC00637354,CCOC(=O)C/N=c1/scc(-c2ccc(C)cc2)n1-c1ccccc1,1,2,True,True,True,False,False,True,False
ZINC59334960,CCOC(=O)COc1ccc(Br)cc1/C=C(/C#N)C(=O)N(C)C,1,1,True,True,True,False,False,True,False
ZINC05412074,COC(=O)c1c(NC(=O)/C=C/c2ccccc2)sc2ccccc12,1,2,True,True,True,False,False,True,False
ZINC05808450,CCOC(=O)/C(=C\c1ccccc1)C(=O)CC[NH+]1CCOCC1,1,1,True,True,True,False,False,True,False
ZINC97372501,COC(=O)[C@H](NC(=O)[C@@H](C)c1c(C)n[nH]c1C)c1ccccc1F,1,1,True,True,True,False,False,True,False
ZINC89363023,COC(=O)C1(N(C)C(=O)c2ccn(-c3ccccc3)n2)CCCCC1,1,1,True,True,True,False,False,True,False
ZINC76220608,C[C@@H]1Cc2ccccc2N1C(=O)COC(=O)COCC1CC1,1,1,True,True,True,False,False,True,False
ZINC95532934,CCOC(=O)c1nc([C@@H](N)c2cc(Cl)cc(Cl)c2)no1,1,1,True,True,True,False,False,True,False
ZINC39602640,COC(=O)[C@H]1O[C@@H]1c1ccc(Cl)cc1,1,1,True,True,True,False,False,True,False
ZINC08205557,COC(=O)c1c(SCc2ccccc2)nn(C(N)=O)c1N,1,1,True,True,True,False,False,True,False
ZINC00366869,COC(=O)[C@]1(CC(=O)C(C)(C)C)NN=C(c2ccccc2)S1,1,1,True,True,True,False,False,True,False
ZINC05378756,CC(=O)OCc1ccc(C#Cc2ccccc2)o1,1,1,True,True,True,False,False,True,False
ZINC04721641,CC(=O)O[C@]1(C(F)(F)F)[NH+]=C(c2ccccc2)NC1=O,1,1,True,True,True,False,False,True,False
ZINC46558122,CC(C)(C(=O)OCC(N)=O)c1ccc(Br)cc1,1,1,True,True,True,False,False,True,False
ZINC41624398,COC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2[N@@H+]1CC(=O)Nc1cc(F)ccc1F,1,1,True,True,True,False,False,True,False
ZINC00669113,CC1=C(C#N)[C@@H](c2ccoc2)C(C(=O)OCc2ccccc2)=C(N)S1,1,1,True,True,True,False,False,True,False
ZINC71893053,COC(=O)CN(C)C(=O)CC[N@H+](Cc1ccccc1F)C1CC1,1,1,True,True,True,False,False,True,False
ZINC14060269,Nc1nccnc1C(=O)OCc1cc(F)cc2c1OCOC2,1,1,True,True,True,False,False,True,False
ZINC73528202,Cc1ccc(N2CC[C@H](C(=O)O[C@@H](C)c3ccccn3)C2=O)cc1,1,1,True,True,True,False,False,True,False
ZINC76972724,COC(=O)CSCCNC(=O)N(C)[C@H](C)Cc1ccc(Cl)cc1,1,1,True,True,True,False,False,True,False
ZINC97570704,O=C(COC[C@@H]1CCCO1)OCCc1cc2cc(Br)ccc2o1,1,1,True,True,True,False,False,True,False
ZINC29325166,C#CCNC(=O)N[C@H](CC(=O)OC)c1ccc(C)cc1,1,1,True,True,True,False,False,True,False
ZINC69616018,CCN(CC)C(=O)COC(=O)[C@H](c1ccccc1)[NH+]1CCCC1,1,1,True,True,True,False,False,True,False
ZINC00425175,COC(=O)c1sc(=S)n(-c2cccc(C)c2C)c1N,1,1,True,True,True,False,False,True,False
ZINC04197249,C=CCn1c(SCC(=O)OC(C)(C)C)nnc1-c1ccccc1OC,1,1,True,True,True,False,False,True,False
ZINC72508744,O=C(CSc1nnc(-c2ccc(Cl)cc2)o1)OCC(F)(F)F,1,1,True,True,True,False,False,True,False
ZINC00554639,COC(=O)[C@H]1CCc2nc3cc(-c4ccccc4)sc3c(=O)n21,1,1,True,True,True,False,False,True,False
ZINC22023388,CCOC(=O)c1c(N)c2c(n1Cc1ccccc1)CC(C)(C)CC2=O,1,1,True,True,True,False,False,True,False
ZINC69570259,C=CCNC(=O)NC(=O)C[N@@H+](C)[C@H](Cc1ccccc1)C(=O)OCC,1,1,True,True,True,False,False,True,False
ZINC73743447,COC(=O)c1sc2cccc(F)c2c1C[N@H+]1CC[C@H](C(N)=O)CC1,1,1,True,True,True,False,False,True,False
ZINC15733955,Cc1ccc(SCC(=O)OCc2cc(=O)n3nc(C)sc3n2)cc1,1,1,True,True,True,False,False,True,False
ZINC05209716,CO/N=C/[C@H](NC(=O)c1ccc(Cl)cc1Cl)C(=O)OC,1,1,True,True,True,False,False,True,False
ZINC63270265,COC(=O)CCNC(=O)N1CCC2=c3ccccc3=[NH+][C@@H]2C1,1,1,True,True,True,False,False,True,False
ZINC75270352,COC(=O)C[C@H]1NCCN(CC#Cc2ccccc2)C1=O,1,1,True,True,True,False,False,True,False
ZINC58091839,COc1ccc2cc(COC(=O)Cc3ccc(C)nc3)ccc2c1,1,2,True,True,True,False,False,True,False
ZINC03508343,O=C(COC(=O)CNC(=O)c1ccccc1)Nc1ccc(Cl)cn1,1,1,True,True,True,False,False,True,False
ZINC90686518,CC[C@@H](c1ccccc1)N(CC(=O)OC)C(=O)/C=C/c1ccccn1,1,1,True,True,True,False,False,True,False
ZINC00307915,CCOC(=O)c1c(C(C)(C)C)oc2cc(Br)c(O)cc12,1,1,True,True,True,False,False,True,False
ZINC09482713,COC(=O)Cc1cc(O)n(-c2ccc(C(F)(F)F)cc2)n1,1,1,True,True,True,False,False,True,False
ZINC35155087,COC(=O)[C@@H](CO)NS(=O)(=O)c1cc(Br)ccc1Br,1,1,True,True,True,False,False,True,False
ZINC01233714,O=C(NCc1ccccc1)[C@H]1CC=CC[C@@H]1C(=O)OCC(Cl)=C(Cl)Cl,1,1,True,True,True,False,False,True,False
ZINC07700112,Cc1csc(=O)n1CC(=O)OCc1ccccc1Oc1ccccc1,1,2,True,True,True,False,False,True,False
ZINC72164379,CCOC(=O)CCNC(=O)N1CCC[C@H]1c1nc2ccc(C)cc2[nH]1,1,1,True,True,True,False,False,True,False
ZINC02503852,C=C(C)C[C@@](NS(=O)(=O)c1ccccc1)(C(=O)OC)C(F)(F)F,1,1,True,True,True,False,False,True,False
ZINC75271634,C[C@]1(C(=O)c2ccc([N+](=O)[O-])cc2)CCOC1=O,1,1,True,True,True,False,False,True,False
ZINC02565359,COC(=O)C(=Cc1ccc(-c2ccc(Br)cc2)o1)C(=O)OC,2,1,True,True,True,False,False,True,False
ZINC36110817,CCOC(=O)C(=O)NC[C@@H](c1ccc2c(c1)OCO2)N1CCOCC1,1,1,True,True,True,False,False,True,False
ZINC03292181,Cc1cc(C)cc(OCC(=O)O[C@@H]2CCOC2=O)c1,2,1,True,True,True,False,False,True,False
ZINC05714646,N#Cc1ccc(COC(=O)Cc2cccc3ccccc23)cc1,1,3,True,True,True,False,False,True,False
ZINC17720095,CCOC(=O)C1=C(SC)N[C@@H](C(=O)c2ccccc2)C1=N,1,1,True,True,True,False,False,True,False
ZINC20716937,COC(=O)c1nnsc1NC(=O)CCCc1ccccc1,1,1,True,True,True,False,False,True,False
ZINC76041922,COC(=O)CCN(C)S(=O)(=O)[N-]c1cccc(C(=O)NC2CC2)c1,1,1,True,True,True,False,False,True,False
ZINC04535656,CCOC(=O)C(=N\O)/C(C)=N/NC(=O)c1c(F)cccc1F,1,1,True,True,True,False,False,True,False
ZINC96224227,COC(=O)C[C@@H](c1ccco1)c1c(O)ccc2nsnc12,1,1,True,True,True,False,False,True,False
ZINC79017782,COC(=O)c1nc(Cl)ccc1S(=O)(=O)N(C)[C@@H](C)c1ccc(F)cc1,1,1,True,True,True,False,False,True,False
ZINC20800592,COC(=O)c1cc2c([nH]c1=O)C[C@H](c1ccccc1)CC2=O,1,1,True,True,True,False,False,True,False
ZINC89984426,CC[NH+](CC)CC#C[C@@H](C)OC(=O)CN(C)Cc1ccccc1,1,1,True,True,True,False,False,True,False
ZINC01402161,Cc1[nH]n(-c2ccccc2)c(=O)c1CCOC(=O)c1cccs1,1,1,True,True,True,False,False,True,False
ZINC76207525,COC(=O)[C@H]1C[C@H]1C(=O)N(CCC(N)=O)c1ccccc1,1,1,True,True,True,False,False,True,False
ZINC00170416,CC[C@H]1C(=O)C(C)(C)C(=O)O[C@H]1c1ccccc1[N+](=O)[O-],1,1,True,True,True,False,False,True,False
ZINC07411351,C[C@@H](OC(=O)CCc1ccc(C(C)(C)C)cc1)C(N)=O,1,1,True,True,True,False,False,True,False
ZINC95742970,COC(=O)c1nn(C)c2cc(N)ccc12,1,1,True,True,True,False,False,True,False
ZINC36657824,CCOC(=O)C(=O)Nc1ccc(N2CCCC2=O)c(C)c1,1,1,True,True,True,False,False,True,False
ZINC40945546,CCc1[nH]/c(=N/S(=O)(=O)c2ccc3ccccc3c2)sc1C(=O)OC,1,2,True,True,True,False,False,True,False
ZINC05185211,C[C@H](OC(=O)c1oc2ccccc2c1COc1ccccc1)C(N)=O,1,2,True,True,True,False,False,True,False
ZINC41107384,CCC1=C(C(=O)OC)[C@H](c2cc(Br)ccc2F)NC(=S)N1,1,1,True,True,True,False,False,True,False
ZINC32736569,C[C@@H]1C[C@@H](OC(=O)c2ccc(COc3ccccc3)o2)C(=O)O1,2,1,True,True,True,False,False,True,False
ZINC44902729,CCOC(=O)C1=C(CN(CC)CC)N(C)C(O)=[NH+][C@H]1c1ccccc1,1,1,True,True,True,False,False,True,False
ZINC65393598,C#Cc1ccc(-c2c(-c3ccccc3)[nH+]cn2CCC(=O)OC)cc1,1,2,True,True,True,False,False,True,False
ZINC66496012,COC(=O)C(C)(C)[NH2+]CC(=O)N(Cc1ccccc1)[C@H](C)C1CC1,1,1,True,True,True,False,False,True,False
ZINC91773625,C=CC[N@H+](CC(=O)OCC)Cc1cc(-c2ccccc2)n[nH]1,1,1,True,True,True,False,False,True,False
ZINC98096645,O=C(OCc1cccnc1)C1(c2ccc(Cl)cc2)CCOCC1,1,1,True,True,True,False,False,True,False
ZINC04101693,CCOC(=O)c1oc2ccccc2c1NC(=O)Cc1cccs1,1,1,True,True,True,False,False,True,False
ZINC08568640,COCCOC(=O)CCC(=O)Nc1ccc([N+](=O)[O-])cc1C,1,1,True,True,True,False,False,True,False
ZINC54294170,CCOC(=O)CN(c1ccc(F)cc1)S(=O)(=O)c1ccccc1Cl,1,2,True,True,True,False,False,True,False
ZINC72270410,C#CCOC(=O)[C@H](Oc1cccc(Cl)c1Cl)c1ccccc1,1,2,True,True,True,False,False,True,False
ZINC04926358,O=C(Cc1cccs1)OCC(=O)N1CCC(Cc2ccccc2)CC1,1,1,True,True,True,False,False,True,False
ZINC01236641,CCOC(=O)C[C@@H]1C([O-])=NCC[N@H+]1Cc1cccc(OC)c1,1,1,True,True,True,False,False,True,False
ZINC00159538,CCOC(=O)c1nnn2c1nc(SCC(N)=O)c1ccccc12,1,1,True,True,True,False,False,True,False
ZINC58224856,Nc1nc(COC(=O)c2[nH]c3ccccc3c2Br)nc2ccccc12,1,2,True,True,True,False,False,True,False
ZINC84926093,COC(=O)[C@@H](NCCCc1c(C)noc1C)c1cccc(C#N)c1,1,1,True,True,True,False,False,True,False
ZINC92585785,CCOC(=O)c1ccc(C[N@@H+](C)[C@H](C)c2cccc(S(N)(=O)=O)c2)o1,1,1,True,True,True,False,False,True,False
ZINC00845022,COC(=O)c1cnn2c(C(F)(F)F)cc(-c3ccc(OC)cc3)nc12,1,1,True,True,True,False,False,True,False
ZINC15022126,COC(=O)/C=C/c1ccc(Cn2cc[nH+]c2)cc1,1,1,True,True,True,False,False,True,False
ZINC02841328,CCCOc1ccc([C@@H]([NH3+])CC(=O)OC)cc1OC,1,1,True,True,True,False,False,True,False
ZINC45946539,COC(=O)c1c(CCO)c([O-])nn1-c1ccc(C(=O)[O-])cc1,1,1,True,True,True,False,False,True,False
ZINC59503153,COC(=O)CC1(c2ccc(Br)cc2)C(=O)c2ccccc2C1=O,1,2,True,True,True,False,False,True,False
ZINC72310830,CS(=O)(=O)[C@@H](Cc1ccccc1)C(=O)OCCCC(N)=O,1,1,True,True,True,False,False,True,False
ZINC97056636,Cc1c(C(=O)OCC2(C#N)CCOCC2)cnn1-c1ccccc1F,1,1,True,True,True,False,False,True,False
ZINC40174254,CCOC(=O)CSc1nnc(N)n1[C@@H](CC)C(=O)Nc1ccccc1,1,1,True,True,True,False,False,True,False
ZINC00891640,CCOc1cc([C@H]2[C@H](C(C)=O)C(=O)C(=O)N2CC(=O)OC)ccc1O,1,1,True,True,True,False,False,True,False
ZINC25912188,COC(=O)c1oc(C[NH+]2CCN(c3ccccc3O)CC2)cc1C,1,1,True,True,True,False,False,True,False
ZINC43763580,COC(=O)C[C@@H]1O[C@H](c2ccccc2)OC[C@H]1O,1,1,True,True,True,False,False,True,False
ZINC79032320,CCOC(=O)C[C@@H]1CC[NH2+][C@H](c2ccc(C)cc2)C1,1,1,True,True,True,False,False,True,False
ZINC07470235,Cc1cccc(/C=C/C(=O)OCc2nnc(-c3cccc(C)c3)o2)c1,1,2,True,True,True,False,False,True,False
ZINC42534491,CCOC(=O)CS(=O)(=O)NCc1ccc(Br)cc1,1,1,True,True,True,False,False,True,False
ZINC71905083,CCCOCCOC(=O)[C@H]1COc2ccccc21,1,1,True,True,True,False,False,True,False
ZINC00259663,CCOC(=O)COc1ccc2c(c1)C(=O)CC(C)(C)O2,1,1,True,True,True,False,False,True,False
ZINC39698150,CCOC(=O)[C@H]1[NH+]=c2ccc(OC)cc2=C1/[NH+]=C/N(C)C,1,1,True,True,True,False,False,True,False
ZINC73885862,COC(=O)[C@H](Nc1ccc2c(c1)OCO2)c1ccccc1Cl,1,2,True,True,True,False,False,True,False
ZINC76016874,C#CCCCOC(=O)[C@@]1(C)CCCN1C(=O)c1ccccc1,1,1,True,True,True,False,False,True,False
ZINC03422777,COc1ccc(/C=C/C(=O)OCC(=O)NC2CCCC2)c(OC)c1,1,1,True,True,True,False,False,True,False
ZINC05647922,CCCOC(=O)/C(C)=C\c1ccc(/N=C/c2ccc(OC)cc2)cc1,1,2,True,True,True,False,False,True,False
ZINC00547415,CCOC(=O)[C@@H]1CCCc2c1[nH]c1c(C(N)=O)cccc21,1,1,True,True,True,False,False,True,False
ZINC04430456,O=C1O[C@@H](c2ccccc2)[C@@H](C(=O)/C=C/c2ccccc2)C1=O,1,2,True,True,True,False,False,True,False
ZINC68036243,CCNC(=O)NCCCOC(=O)CCc1ccc(C)cc1C,1,1,True,True,True,False,False,True,False
ZINC89142311,COC(=O)[C@@H](C)[C@H]([NH2+]Cc1noc(C2CC2)n1)c1ccccc1,1,1,True,True,True,False,False,True,False
ZINC04520072,Cc1c(C(=O)OC(C)C)oc2c1C(=O)C[C@@H](c1ccccc1F)C2,1,1,True,True,True,False,False,True,False
ZINC05192711,CCOC(=O)c1c(NC(=O)CCSc2ccc(F)cc2)sc(C)c1C,1,1,True,True,True,False,False,True,False
ZINC33286830,COC(=O)C1=C(C)N(c2ccc(F)cc2)/C(=C\c2ccco2)C1=O,1,1,True,True,True,False,False,True,False
ZINC13798946,CCOC(=O)C1=C(C)N(CC(C)C)C(=O)/C1=C\c1ccc(SC)cc1,1,1,True,True,True,False,False,True,False
ZINC71048905,C#CC[N@H+]1CC[C@H](C(=O)Nc2ccccc2CC(=O)OCC)CC1,1,1,True,True,True,False,False,True,False
ZINC89488093,Cn1c(COC(=O)c2cnc(C(C)(C)C)s2)nnc1-c1ccccc1,1,1,True,True,True,False,False,True,False
ZINC93364152,CCOC(=O)CN(CCc1ccccc1)Cc1ccc(CO)o1,1,1,True,True,True,False,False,True,False
ZINC06066029,CC(=O)c1ccc(NC(=O)[C@H](C)OC(=O)/C=C/c2ccc(Br)o2)cc1,1,1,True,True,True,False,False,True,False
ZINC39940774,COC(=O)C1=C(C)C(/C([O-])=N/c2ccc(C(N)=O)cc2)=N[C@@H]1C,1,1,True,True,True,False,False,True,False
ZINC40146047,CCOC(=O)c1cc(/C=C/c2ccsc2)nc(-c2ccccc2)n1,1,1,True,True,True,False,False,True,False
ZINC59460170,CCOC(=O)c1c(/N=C/c2ccccc2C)sc2c1CCCC2,1,1,True,True,True,False,False,True,False
ZINC22841244,COC(=O)/C(C#N)=C/c1ccc(-c2ccccc2Cl)s1,1,1,True,True,True,False,False,True,False
ZINC04849493,CCOC(=O)CNC(=O)CSc1nc2c(C)cc(C)cc2cc1CC,1,1,True,True,True,False,False,True,False
ZINC95989269,C[C@H]1C[C@@H](C(=O)OC[C@@H]2CCCN(C(=O)c3ccccc3)C2)CCO1,1,1,True,True,True,False,False,True,False
ZINC24794688,Cc1nc(C)c(C(=O)OCC(=O)N[C@H](C)c2ccc(F)cc2F)s1,1,1,True,True,True,False,False,True,False
ZINC08738536,CCOC(=O)c1sc(C)c2c1N[C@](C)(c1ccccc1)N=C2O,1,1,True,True,True,False,False,True,False
ZINC09357349,COC(=O)C1=NN[C@@H]2C(=O)N(c3ccc(OC)cc3[N+](=O)[O-])C(=O)[C@@H]12,1,1,True,True,True,False,False,True,False
ZINC52746414,C#CCCOC(=O)CSc1nncn1-c1ccc(C)c(C)c1,1,1,True,True,True,False,False,True,False
ZINC92618424,COC(=O)[C@@H](C)CN(Cc1ccccc1)Cc1[nH][nH]c(=O)[nH+]1,1,1,True,True,True,False,False,True,False
ZINC55368829,CCOC(=O)CNc1cccc(C(=O)NCc2csc(N)n2)c1,1,1,True,True,True,False,False,True,False
ZINC86284428,COC(=O)[C@H](C)CNC(=O)Nc1ccc(Cn2cccn2)cc1,1,1,True,True,True,False,False,True,False
ZINC89938679,CCOC(=O)c1nc(-c2ccccc2)oc1C[N@H+](C)[C@@H]1CCSC1,1,1,True,True,True,False,False,True,False
ZINC69980018,C#CCN1CCC(C(=O)O[C@@H](C)C(=O)NCc2ccccc2)CC1,1,1,True,True,True,False,False,True,False
ZINC59293695,COC(=O)C1=C(N)N2C(=O)CCSC2=C(C#N)[C@H]1c1ccccc1,1,1,True,True,True,False,False,True,False
ZINC62698133,CCCCOCCOC(=O)Cn1cnc2c(oc3ccccc32)c1=O,1,1,True,True,True,False,False,True,False
ZINC78480178,COC(=O)c1cc(C)nc2nc(=S)n(Cc3ccc(C)cc3)c([O-])c12,1,1,True,True,True,False,False,True,False
ZINC69097273,COC(=O)[C@H](C)Nc1cc(COc2cccc(F)c2)ccc1OC,1,2,True,True,True,False,False,True,False
ZINC00311597,CC1=C(C(=O)OCc2ccccc2)[C@@H]([C@H]2CC=CCC2)NC(=O)N1,1,1,True,True,True,False,False,True,False
ZINC01734159,CCCCCCOC(=O)[C@](C)(O)[C@@H](Cl)c1ccccc1,1,1,True,True,True,False,False,True,False
ZINC60709545,C#CCOC(=O)c1cn(Cc2ccccc2)nc1-c1cccs1,1,1,True,True,True,False,False,True,False
ZINC40176539,O=C(CN[C@H]1CCOC1=O)NCc1ccccc1,1,1,True,True,True,False,False,True,False
ZINC13629268,CCOC(=O)Cn1/c(=N/C(=O)c2ccccc2)sc2cccc(F)c21,1,2,True,True,True,False,False,True,False
ZINC36419411,CCOC(=O)c1n[n+](-c2ccc(OCC)cc2[N+](=O)[O-])c(N)s1,1,1,True,True,True,False,False,True,False
ZINC58916860,O=C(CN1CCS(=O)(=O)CC1)OCc1ccccc1C(F)(F)F,1,1,True,True,True,False,False,True,False
ZINC05424348,CCOC(=O)c1c[nH]c2c(C(F)(F)F)cccc2c1=O,1,1,True,True,True,False,False,True,False
ZINC00329589,COC(=O)[C@@]1(O)[C@@H]2CCCCC2=NN1C(=O)c1ccccc1,1,1,True,True,True,False,False,True,False
ZINC01583941,CCCC(=O)O[C@H](C)COc1ccc([C@@H](C)CC)cc1,1,1,True,True,True,False,False,True,False
ZINC79354998,CCOC(=O)[C@H](C)Nc1ccc(C)c(C(N)=O)c1,1,1,True,True,True,False,False,True,False
ZINC74021733,CC[C@H](C(=O)OC)N(C(=O)[C@H]1CCCO1)c1ccccc1,1,1,True,True,True,False,False,True,False
ZINC98088316,COC(=O)c1sc(N)cc1O[C@@H](C)c1ccccc1C(F)(F)F,1,1,True,True,True,False,False,True,False
