mol_id,smiles,unbrch_alkane,benzene,train,A,B,A&~B,~A&B,A&B,~(A&B)
ZINC40759864,Nc1c(NCCCn2cc[nH+]c2)ncnc1Nc1cccnc1,1,0,False,True,False,True,False,False,True
ZINC05024265,CC[NH+](CC)CC#CC(CC)(CC)OCCC#N,1,0,False,True,False,True,False,False,True
ZINC36099467,C#CCOC[C@H](O)C[N@@H+](CCCOC)Cc1ccsc1,2,0,False,True,False,True,False,False,True
ZINC58825693,CC(C)OCCSc1nnc(C(F)(F)F)n1N,1,0,False,True,False,True,False,False,True
ZINC01529431,NC(=O)NCCCC[C@H]([NH3+])C(=O)[O-],2,0,False,True,False,True,False,False,True
ZINC36097505,C#CCOC[C@H](O)C[N@@H+](CCN1CCOCC1)Cc1ccc(C)o1,1,0,False,True,False,True,False,False,True
ZINC43772233,CCCCC[C@@H](O)/C=C/[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1C/C=C\CC(=O)[O-],1,0,False,True,False,True,False,False,True
ZINC05633457,CC(C)[C@](C)(C#CC[NH+]1CCCCC1)OCCC#N,1,0,False,True,False,True,False,False,True
ZINC33686092,CC[C@@H](C#CCN1CCOCC1)OCCC#N,1,0,False,True,False,True,False,False,True
ZINC49237041,C[C@H]1CCCC[C@@H]1OCCNC(=O)C[N@@H+](C)CC(N)=O,1,0,False,True,False,True,False,False,True
ZINC01876957,C=CC[C@H](C[C@@H](O)CCCCC)C(=O)NN,1,0,False,True,False,True,False,False,True
ZINC89491041,C#C[C@@H](OC(=O)CCCOCC)C1CC1,2,0,False,True,False,True,False,False,True
ZINC89375514,CCCCSCCC(=O)N[C@H](COC)C(N)=O,3,0,False,True,False,True,False,False,True
ZINC36098109,C#CCOC[C@@H](O)C[N@@H+](Cc1ccco1)Cc1cccn1C,1,0,False,True,False,True,False,False,True
ZINC40701314,COCCCNc1ncnc(Nc2cc(C)cc[nH+]2)c1N,2,0,False,True,False,True,False,False,True
ZINC33679807,C=C(C)[C@@](C)(C#CCN1CCOCC1)OCCC#N,1,0,False,True,False,True,False,False,True
ZINC56922980,C#CCOC[C@H]1CCCN(C(=O)CC(C)(C)C)C1,1,0,False,True,False,True,False,False,True
ZINC89945086,C#CCN1CC[NH+](CCCCCOC)CC1,3,0,False,True,False,True,False,False,True
ZINC89907085,C#CCCCCNC(=O)N1CCN(CC#C)CC1,3,0,False,True,False,True,False,False,True
ZINC64652511,Cc1nnc(SCCCOCC(F)(F)F)n1N,3,0,False,True,False,True,False,False,True
ZINC47560885,COCCn1c(SCCOC(C)C)nc(C)c1C,1,0,False,True,False,True,False,False,True
ZINC02567036,C[NH+](C)CC#CCOCCO,2,0,False,True,False,True,False,False,True
ZINC59409466,CCCCC#C[C@@](C)(O)C[NH2+][C@@H](CC(=O)O)C(=O)[O-],1,0,False,True,False,True,False,False,True
ZINC66473773,C#CCN1C[C@H](C(=O)NCCCC)CC[C@H]1C,1,0,False,True,False,True,False,False,True
ZINC40756696,CCOc1ncnc(NCCC[NH+]2CCOCC2)c1N,1,0,False,True,False,True,False,False,True
ZINC36101451,C#CCOC[C@@H](O)C[N@@H+](CCCOC)Cc1ccc(C)s1,2,0,False,True,False,True,False,False,True
ZINC90511689,O=C(NCCCN1CCOCC1)NC[C@H]1CN2CCCC[C@H]2CO1,1,0,False,True,False,True,False,False,True
ZINC04425139,C#CCOC[C@@H](O)C[N@@H+](CCCOC)Cc1cccn1C,2,0,False,True,False,True,False,False,True
ZINC49031711,C#CCOC[C@H]1CCCN(C(=O)c2cnccn2)C1,1,0,False,True,False,True,False,False,True
ZINC05794496,CC[NH+](CC)CC#C[C@](C)(OCCC#N)C(C)(C)C,1,0,False,True,False,True,False,False,True
ZINC59409579,CCCCC#C[C@@](C)(O)C[N@H+]1CCC[C@@H]1C(=O)[O-],1,0,False,True,False,True,False,False,True
ZINC40801473,Nc1c(NCCCn2ccnc2)ncnc1NCCCn1cc[nH+]c1,2,0,False,True,False,True,False,False,True
ZINC36101123,C#CCOC[C@H](O)C[N@@H+](Cc1ccco1)Cc1ccc(C)s1,1,0,False,True,False,True,False,False,True
ZINC56923153,C#CCOC[C@H]1CCCN(C(=O)Cc2cccs2)C1,1,0,False,True,False,True,False,False,True
ZINC15657781,COCCO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(N)ncnc21,1,0,False,True,False,True,False,False,True
ZINC40732575,C[C@H]1CCCCN1c1ncnc(NCCCn2cc[nH+]c2)c1N,1,0,False,True,False,True,False,False,True
ZINC05298688,CCCOC[C@@H]1C[C@H](CC#CC[NH+]2CCOCC2)C(=O)O1,1,0,False,True,False,True,False,False,True
ZINC55382686,CC(=O)OCCC#CCN1CCCC[C@@H]1c1cccnc1,1,0,False,True,False,True,False,False,True
ZINC77411217,CC(C)(C)/[NH+]=C(/N)SCCCOCC(F)(F)F,3,0,False,True,False,True,False,False,True
ZINC95360269,CCCCSc1nc(N)cc(N2CCN(C)[C@H](CO)C2)n1,1,0,False,True,False,True,False,False,True
ZINC01752827,C#CCOC[C@@H](O)CO,1,0,False,True,False,True,False,False,True
ZINC03106351,CC(C)=CCCC#CCCO[C@@H]1CCCCO1,2,0,False,True,False,True,False,False,True
ZINC58482552,N#CCCOCC#CCN1CCCC[C@H]1c1cccnc1,3,0,False,True,False,True,False,False,True
ZINC02115362,CC[C@](C)(C#CC[N@H+]1CCCC[C@@H]1c1cccnc1)OCCC#N,1,0,False,True,False,True,False,False,True
ZINC13515170,CCCCO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1,0,False,True,False,True,False,False,True
ZINC59409761,CCCCCC#C[C@](C)(O)C[NH2+][C@@H](CCC(N)=O)C(=O)[O-],2,0,False,True,False,True,False,False,True
ZINC90611741,C#CCCCCNC(=O)NC[C@@H]1CN2CCCC[C@@H]2CO1,3,0,False,True,False,True,False,False,True
ZINC40708915,C=CCNc1ncnc(NCCCN2CCOCC2)c1N,1,0,False,True,False,True,False,False,True
ZINC40757113,COCCCNc1ncnc(NN(C)C)c1N,2,0,False,True,False,True,False,False,True
ZINC89942661,COCCCCC[N@@H+](C)CCCc1[nH]nc(N)c1C#N,3,0,False,True,False,True,False,False,True
ZINC95372310,CCCCSc1nc(N)cc(N2CC[C@H]([NH+]3CCCCC3)C2)n1,1,0,False,True,False,True,False,False,True
ZINC05112175,COCCNc1nc(N)c([N+](=O)[O-])c(N2CCCCC2)n1,1,0,False,True,False,True,False,False,True
ZINC28789746,COCCCNC(=O)CSc1nnc(C(C)(C)C)n1N,2,0,False,True,False,True,False,False,True
ZINC36101324,C#CCOC[C@@H](O)C[N@@H+](Cc1ccc(C)s1)C1CC1,1,0,False,True,False,True,False,False,True
ZINC59447111,CC(C)[C@@](C)(C#CCN1CCOCC1)OCCC#N,1,0,False,True,False,True,False,False,True
ZINC59501969,CCCCC#C[C@H](OC(C)=O)[C@@H](C)CCCC(C)(C)OC,1,0,False,True,False,True,False,False,True
ZINC59447118,CC(C)(C)[C@@](C)(C#CC[NH+]1CCCCC1)OCCC#N,1,0,False,True,False,True,False,False,True
ZINC05909878,CC[C@H](C#CC[NH+]1CCCC1)OCCC#N,1,0,False,True,False,True,False,False,True
ZINC02933079,C[C@@H](CC#CC[NH+]1CCCCC1)OCCC#N,1,0,False,True,False,True,False,False,True
ZINC89659312,CCCCCCNC(=O)c1cnc([C@@H]2CCCO2)s1,3,0,False,True,False,True,False,False,True
ZINC90621423,CC(C)C(=O)NCCCNC(=O)NC[C@@H]1CN2CCCC[C@@H]2CO1,2,0,False,True,False,True,False,False,True
ZINC36098155,C#CCOC[C@@H](O)C[N@H+](Cc1cccn1C)[C@H](C)CC,1,0,False,True,False,True,False,False,True
ZINC93319951,Cc1ccc(C[N@H+](CCO)CCOCC(F)(F)F)o1,1,0,False,True,False,True,False,False,True
ZINC91950978,Cc1c[nH+]c(N)nc1NCCCC[C@H]1CCCO1,2,0,False,True,False,True,False,False,True
ZINC40724424,COCCNc1ncnc(N2CCCC2)c1N,1,0,False,True,False,True,False,False,True
ZINC89701759,C#CCCCCNC(=O)NC[C@@H](C)CC(=O)OCC,3,0,False,True,False,True,False,False,True
ZINC96305980,C#CCOC[C@@H](O)CN1CC[NH+](C)CC1,1,0,False,True,False,True,False,False,True
ZINC72128431,COCCNc1cc(-c2cnc(N)cn2)c2cc[nH]c2n1,1,0,False,True,False,True,False,False,True
ZINC72015451,C#CCN1CCC(C(=O)NCCC[N@@H+]2C[C@H](C)O[C@H](C)C2)CC1,1,0,False,True,False,True,False,False,True
ZINC77901425,C[C@@H]1CCCC[C@H]1OCCSc1nnnn1C(C)(C)C,1,0,False,True,False,True,False,False,True
ZINC49031775,C#CCOC[C@H]1CCCN(C(=O)NCC)C1,1,0,False,True,False,True,False,False,True
ZINC14033130,CCCc1cc(=O)n2c(n1)SC[C@H]2CC(=O)NCCCOCC,3,0,False,True,False,True,False,False,True
ZINC40726843,CC[NH+]1CCN(c2ncnc(NCCCn3cc[nH+]c3)c2N)CC1,1,0,False,True,False,True,False,False,True
ZINC32149237,CCCCOC(=O)C[C@@H](N)C(=O)OCCCC,2,0,False,True,False,True,False,False,True
ZINC20436910,CCCCC[C@H]1C[C@H](CC#CCN2CCOCC2)C(=O)O1,1,0,False,True,False,True,False,False,True
ZINC95358794,CCCCSc1nc(N)cc(N2CC(O)C2)n1,1,0,False,True,False,True,False,False,True
ZINC36098037,C#CCOC[C@H](O)C[N@H+](Cc1ccc(C)o1)CC1CC1,1,0,False,True,False,True,False,False,True
ZINC36103393,C#CCOC[C@H](O)C[N@@H+](Cc1cccs1)C(C)C,1,0,False,True,False,True,False,False,True
ZINC40734264,COCCCNc1ncnc(N2CCN(CCO)CC2)c1N,2,0,False,True,False,True,False,False,True
ZINC05794491,CCN(CC)CC#C[C@@H](C)OCCC#N,1,0,False,True,False,True,False,False,True
ZINC05794491,CC[NH+](CC)CC#C[C@@H](C)OCCC#N,1,0,False,True,False,True,False,False,True
ZINC59409613,CCCCCC#C[C@@](C)(O)C[NH2+][C@@H](C)C(=O)[O-],2,0,False,True,False,True,False,False,True
ZINC65743245,COCCO[C@H]1[C@@H](n2ccc(N)nc2=O)O[C@@H](CO)[C@H]1O,1,0,False,True,False,True,False,False,True
ZINC06317332,Nc1nc(NCCOCCO)nc(NC2CCCCC2)c1[N+](=O)[O-],3,0,False,True,False,True,False,False,True
ZINC40723820,Nc1ncnc(NCCC[NH+]2CCOCC2)c1N,1,0,False,True,False,True,False,False,True
ZINC22805066,C#CCOC[C@H](O)CN1CCN(CCO)CC1,1,0,False,True,False,True,False,False,True
ZINC05909696,CC[NH+](CC)CC#C[C@](C)(CC)OCCC#N,1,0,False,True,False,True,False,False,True
ZINC59447114,CC(C)(C)[C@](C)(C#CCN1CCOCC1)OCCC#N,1,0,False,True,False,True,False,False,True
ZINC77931937,CCC(CC)NC(=O)NCCCOCc1ccco1,3,0,False,True,False,True,False,False,True
ZINC86968620,CCOCCCNC(=O)[C@H](CC(C)C)N1CCCCC1=O,3,0,False,True,False,True,False,False,True
ZINC03158894,CCCC[NH+](CC#CCOCCC#N)CCCC,3,0,False,True,False,True,False,False,True
ZINC09161394,Nc1nc(NCCOCCO)nc(N2CCOCC2)c1[N+](=O)[O-],3,0,False,True,False,True,False,False,True
ZINC02931813,CCC(C#CC[NH+]1CCCCC1)(CC)OCCC#N,1,0,False,True,False,True,False,False,True
ZINC08214562,C=C[C@@H](O)C#CC#C[C@@H](O)/C=C\CCCCCCC,4,0,False,True,False,True,False,False,True
ZINC79264760,C#CCNC(=O)NCCCOC[C@H]1CCCO1,3,0,False,True,False,True,False,False,True
ZINC89888966,C#CCN1CCN(C(=O)NCCCN2C[C@H](C)O[C@@H](C)C2)CC1,1,0,False,True,False,True,False,False,True
ZINC01721553,C#CCOC[C@H]1CO1,1,0,False,True,False,True,False,False,True
ZINC36097873,C#CCOC[C@H](O)C[N@@H+](CCCOC)Cc1ccc(C)o1,2,0,False,True,False,True,False,False,True
ZINC40732775,CC1CCN(c2ncnc(NCCCN3CCOCC3)c2N)CC1,1,0,False,True,False,True,False,False,True
ZINC33822364,CCCCC[C@H](O)/C=C/C=C/C=C/[C@H](O)C/C=C/CCCC(=O)[O-],2,0,False,True,False,True,False,False,True
ZINC03999745,C[C@@H](CC#CC[N@H+]1CCCC[C@@H]1c1cccnc1)OCCC#N,1,0,False,True,False,True,False,False,True
ZINC36099233,C#CCOC[C@H](O)C[N@H+](Cc1ccsc1)CC(C)C,1,0,False,True,False,True,False,False,True
ZINC36100993,C#CCOC[C@@H](O)C[N@H+](Cc1ccc(C)s1)CC(C)C,1,0,False,True,False,True,False,False,True
ZINC56922995,C#CCOC[C@H]1CCCN(C(=O)CCC2CCCC2)C1,1,0,False,True,False,True,False,False,True
ZINC71373340,CC(C)(C)OC(=O)NCCC[C@@H](N)C(F)(F)F,1,0,False,True,False,True,False,False,True
ZINC20841315,COCCSc1nnc(C(F)(F)F)n1N,1,0,False,True,False,True,False,False,True
ZINC56923174,C#CCOC[C@@H]1CCCN(C(=O)c2cccs2)C1,1,0,False,True,False,True,False,False,True
ZINC69847477,CCOCCN1CCN(c2cc(C)[nH+]c(N)n2)C[C@@H]1CC,1,0,False,True,False,True,False,False,True
ZINC40706899,CNc1ncnc(NCCCN2CCOCC2)c1N,1,0,False,True,False,True,False,False,True
ZINC72624604,Cc1sc2nc(SCCCO)nc(N)c2c1C,1,0,False,True,False,True,False,False,True
ZINC59409665,CCCCCC#C[C@@](C)(O)C[NH2+][C@@H](CC(C)C)C(=O)[O-],2,0,False,True,False,True,False,False,True
ZINC02227596,CCCCC[C@@H](O)C[C@@H](CC)C(=O)NN,1,0,False,True,False,True,False,False,True
ZINC49031702,C#CCOC[C@@H]1CCCN(C(=O)c2cccnc2)C1,1,0,False,True,False,True,False,False,True
ZINC02243850,C#CCOC[C@@H](O)CS(=O)(=O)[O-],1,0,False,True,False,True,False,False,True
ZINC97178294,COCCOCCNC(=O)NC[C@@H](C)CO,4,0,False,True,False,True,False,False,True
ZINC40725315,Nc1c(NCCCn2cc[nH+]c2)ncnc1N1CCOCC1,1,0,False,True,False,True,False,False,True
ZINC50824766,COCCCNC(=O)[C@@H]1CCCN(C(N)=O)C1,2,0,False,True,False,True,False,False,True
ZINC56922989,C#CCOC[C@H]1CCCN(C(=O)C2CCCC2)C1,1,0,False,True,False,True,False,False,True
ZINC36096606,C#CCOC[C@H](O)C[N@H+](CCCOC)Cc1cccs1,2,0,False,True,False,True,False,False,True
ZINC20725194,C#CCOC[C@H](O)CN1CC[NH+](CC)CC1,1,0,False,True,False,True,False,False,True
ZINC59409639,CCCCCC#C[C@](C)(O)C[NH2+][C@@H](C(=O)[O-])[C@@H](C)O,2,0,False,True,False,True,False,False,True
ZINC19770682,CCC(C#CCN1CCOCC1)(CC)OCCC#N,1,0,False,True,False,True,False,False,True
ZINC36097549,C#CCOC[C@@H](O)C[N@H+](Cc1ccc(C)o1)CC(C)C,1,0,False,True,False,True,False,False,True
ZINC65595103,CC[C@H]1CCCC[C@@H]1NC(=O)NCCCc1n[nH]c(N)c1C#N,1,0,False,True,False,True,False,False,True
ZINC21297308,Nc1ncnc2c1ncn2CCOC[P@@](=O)([O-])O,1,0,False,True,False,True,False,False,True
ZINC01582544,C#CCCCC#C,2,0,False,True,False,True,False,False,True
ZINC56922970,C#CCOC[C@H]1CCCN(C(=O)CC)C1,1,0,False,True,False,True,False,False,True
ZINC36097996,C#CCOC[C@@H](O)C[N@H+](Cc1ccc(C)o1)C[C@H]1CCCO1,1,0,False,True,False,True,False,False,True
ZINC40707954,CCCNc1ncnc(NCCCn2ccnc2)c1N,1,0,False,True,False,True,False,False,True
ZINC67182939,Cn1cc(C[NH2+]CCC[NH+](C)C)c(-c2cccnc2)n1,2,0,False,True,False,True,False,False,True
ZINC39105515,C#C/C(=C\[C@@H]1OC1(C)C)CCCCCC,2,0,False,True,False,True,False,False,True
ZINC79292448,C[C@@H](C[NH+]1CCCCC1)NC(=O)NCCC[N@H+](C)CC(F)(F)F,1,0,False,True,False,True,False,False,True
ZINC02931507,CC(C)(C#CC[NH+]1CCCC1)OCCC#N,1,0,False,True,False,True,False,False,True
ZINC40726585,CC[NH+]1CCN(c2ncnc(NCCC[NH+]3CCOCC3)c2N)CC1,1,0,False,True,False,True,False,False,True
ZINC40725441,Nc1c(NCCCN2CCOCC2)ncnc1N1CCCCCC1,1,0,False,True,False,True,False,False,True
ZINC02288839,CC[C@@](C)(O)C#CCOCOCC#C[C@](C)(O)CC,4,0,False,True,False,True,False,False,True
ZINC22023358,CCCCC#C[C@](C)(O)C[NH2+][C@@H](CCCC)C(=O)[O-],1,0,False,True,False,True,False,False,True
ZINC40706899,CNc1ncnc(NCCC[NH+]2CCOCC2)c1N,1,0,False,True,False,True,False,False,True
ZINC34569904,COCCO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(N)nc(N)nc21,1,0,False,True,False,True,False,False,True
ZINC36096523,C#CCOC[C@H](O)C[N@@H+](CCC)Cc1ccco1,1,0,False,True,False,True,False,False,True
ZINC98091974,CCCCC/C=C\C[C@@H]1[C@H](O)C[C@H](O)[C@@H]1/C=C\[C@H](O)CCCC(=O)[O-],2,0,False,True,False,True,False,False,True
ZINC04610513,CCCCCC[C@H](O)C[C@@H](CCC(=O)NN)C(=O)NN,2,0,False,True,False,True,False,False,True
ZINC59409726,CCCCCC#C[C@](C)(O)C[NH2+][C@@H](CO)C(=O)[O-],2,0,False,True,False,True,False,False,True
ZINC96230614,C#CCOC[C@@H](O)C[N@@H+](CCC)Cc1ccc(C)s1,1,0,False,True,False,True,False,False,True
ZINC36099505,C#CCOC[C@@H](O)C[N@H+](CCC)Cc1ccsc1,1,0,False,True,False,True,False,False,True
ZINC01557309,C#CCCO[C@H]1CCCCO1,1,0,False,True,False,True,False,False,True
ZINC55243457,CC(C)CCCC#CCN1CCCC[C@H]1c1cccnc1,1,0,False,True,False,True,False,False,True
ZINC14631382,C#CCOCC1CC[NH2+]CC1,1,0,False,True,False,True,False,False,True
ZINC01530713,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21,2,0,False,True,False,True,False,False,True
ZINC03642774,C#CCOCNC(=S)N1CCOCC1,2,0,False,True,False,True,False,False,True
ZINC40731853,COCCCNc1ncnc(N2CCCC[C@@H]2C)c1N,2,0,False,True,False,True,False,False,True
ZINC40756778,CC[C@H](C)Nc1ncnc(NCCC[NH+]2CCOCC2)c1N,1,0,False,True,False,True,False,False,True
ZINC91877226,COCCC[C@@]1(CO)CCCN(C(=O)CCC(F)(F)F)C1,1,0,False,True,False,True,False,False,True
ZINC05112682,O[C@H](CCl)COCC#CCOC[C@H](O)CCl,2,0,False,True,False,True,False,False,True
ZINC51952776,COCCCNC(=O)[C@@H](C)[N@H+]1CC[C@H]([NH+]2CCCC2)CC1,2,0,False,True,False,True,False,False,True
ZINC58196446,C#CCNC(=O)CN1C[C@H](C(=O)NCCCC)CC[C@@H]1C,1,0,False,True,False,True,False,False,True
ZINC59409498,CCCCC#C[C@](C)(O)C[NH2+][C@H](C(=O)[O-])C(C)C,1,0,False,True,False,True,False,False,True
ZINC04305942,Nc1nc(NCCOCCO)nc(N2CCCCCC2)c1[N+](=O)[O-],3,0,False,True,False,True,False,False,True
ZINC40707703,CCCNc1ncnc(NCCCN2CCOCC2)c1N,1,0,False,True,False,True,False,False,True
ZINC02106776,CC(C)(C#CC[N@@H+]1CCCC[C@H]1c1cccnc1)OCCC#N,1,0,False,True,False,True,False,False,True
ZINC55236087,CC(C)(C#CCN1CCCC[C@H]1c1cccnc1)OCCC#N,1,0,False,True,False,True,False,False,True
ZINC40723194,CCN(CC)c1ncnc(NCCCOC)c1N,2,0,False,True,False,True,False,False,True
ZINC04710456,CCC(C#CC[N@H+]1CCCC[C@@H]1c1cccnc1)(CC)OCCC#N,1,0,False,True,False,True,False,False,True
ZINC04973174,OCCC#CCCCO[C@H]1CCCCO1,2,0,False,True,False,True,False,False,True
ZINC59409454,CCCCC#C[C@@](C)(O)C[NH2+][C@@H](CC)C(=O)[O-],1,0,False,True,False,True,False,False,True
ZINC59409757,CCCCCC#C[C@@](C)(O)C[NH2+][C@H](CCC(=O)[O-])C(=O)[O-],2,0,False,True,False,True,False,False,True
ZINC36103421,C#CCOC[C@@H](O)C[N@@H+](Cc1cccs1)[C@H](C)CC,1,0,False,True,False,True,False,False,True
ZINC59409474,CCCCC#C[C@@](C)(O)C[NH2+][C@H](CC(=O)[O-])C(=O)[O-],1,0,False,True,False,True,False,False,True
ZINC59124214,Cc1cc(N)nc(SCCO[C@H]2CCCC[C@@H]2C)n1,1,0,False,True,False,True,False,False,True
ZINC55382701,N#CCCOCCC#CCN1CCCC[C@@H]1c1cccnc1,4,0,False,True,False,True,False,False,True
ZINC02160447,N#CCCOCCC#CC[N@@H+]1CCCC[C@H]1c1cccnc1,4,0,False,True,False,True,False,False,True
ZINC36096564,C#CCOC[C@H](O)C[N@H+](CCOC)Cc1cccs1,1,0,False,True,False,True,False,False,True
ZINC89967477,C#CCCOC(=O)c1cnn([C@@H](C)CC)c1C1CC1,1,0,False,True,False,True,False,False,True
ZINC05308180,CCCCC#C[C@H]1CCCO1,1,0,False,True,False,True,False,False,True
ZINC01613280,C#CCCCO[C@H]1CCCCO1,2,0,False,True,False,True,False,False,True
ZINC27640753,CCCCC[C@@H](O)/C=C/[C@H]1[C@H](O)C[C@@H](O)[C@@H]1C/C=C/CCCC(=O)[O-],2,0,False,True,False,True,False,False,True
ZINC56922986,C#CCOC[C@@H]1CCCN(C(=O)C2CC2)C1,1,0,False,True,False,True,False,False,True
ZINC59409437,CCCCC#C[C@@](C)(O)C[NH2+][C@@H](C)C(=O)[O-],1,0,False,True,False,True,False,False,True
ZINC59409619,CCCCCC#C[C@](C)(O)C[NH2+][C@@H](CC)C(=O)[O-],2,0,False,True,False,True,False,False,True
ZINC59409593,CCCCC#C[C@](C)(O)C[NH2+][C@@H](CO)C(=O)[O-],1,0,False,True,False,True,False,False,True
ZINC59409645,CCCCCC#C[C@](C)(O)C[NH2+][C@H](C(=O)[O-])C(C)C,2,0,False,True,False,True,False,False,True
ZINC59409689,CCCCCC#C[C@](C)(O)C[NH2+][C@@H](CCCC)C(=O)[O-],2,0,False,True,False,True,False,False,True
ZINC59409478,CCCCC#C[C@](C)(O)C[NH2+][C@H](C(=O)[O-])[C@@H](C)O,1,0,False,True,False,True,False,False,True
ZINC59409533,CCCCC#C[C@](C)(O)C[NH2+][C@H](CC(C)C)C(=O)[O-],1,0,False,True,False,True,False,False,True
ZINC59409790,CCCCCC#C[C@](C)(O)C[N@H+]1C[C@H](O)C[C@@H]1C(=O)[O-],2,0,False,True,False,True,False,False,True
ZINC56923261,C#CCOC[C@H]1CCCN(C(=O)C2CCC2)C1,1,0,False,True,False,True,False,False,True
ZINC03999398,CCCCOC[C@@H]1C[C@]2(C[C@@](C)(c3csc(N)n3)OC2=O)C(=O)O1,2,0,False,True,False,True,False,False,True
ZINC04973104,C#CCCCCO[C@H]1CCCCO1,3,0,False,True,False,True,False,False,True
ZINC05919224,C[C@@H](C#CC[NH+]1CCCC1)OCCC#N,1,0,False,True,False,True,False,False,True
ZINC59447108,CC(C)(C)[C@@](C)(C#CC[NH+]1CCCC1)OCCC#N,1,0,False,True,False,True,False,False,True
ZINC05791997,CCC(C#CC[NH+]1CCCC1)(CC)OCCC#N,1,0,False,True,False,True,False,False,True
ZINC05909113,CC[C@@H](C#CC[NH+]1CCCCC1)OCCC#N,1,0,False,True,False,True,False,False,True
ZINC02294461,CC[C@@](C)(C#CC[NH+]1CCCCC1)OCCC#N,1,0,False,True,False,True,False,False,True
ZINC05633399,CC(C)[C@@](C)(C#CC[NH+]1CCCC1)OCCC#N,1,0,False,True,False,True,False,False,True
ZINC36098110,C#CCOC[C@H](O)C[N@@H+](Cc1ccco1)Cc1cccn1C,1,0,False,True,False,True,False,False,True
ZINC57218643,C#CCNC[C@H]1CCCO1,1,0,False,True,False,True,False,False,True
ZINC96230615,C#CCOC[C@H](O)C[N@@H+](CCC)Cc1ccc(C)s1,1,0,False,True,False,True,False,False,True
ZINC69919181,CC[C@@H](O)CN1CCN(C(=O)CCOCC(F)(F)F)CC1,1,0,False,True,False,True,False,False,True
ZINC01561210,CCCCCC[C@H](Nc1ncnc(Cl)c1N)[C@H](C)O,2,0,False,True,False,True,False,False,True
ZINC13002851,CCCCOC[C@H]1C[C@@]2(C[C@](C)(c3csc(N)n3)OC2=O)C(=O)O1,2,0,False,True,False,True,False,False,True
ZINC34537887,CC(C)(C)OC(=O)NCCC[C@@H](N)[C@H](O)C(F)(F)F,1,0,False,True,False,True,False,False,True
ZINC34537888,CC(C)(C)OC(=O)NCCC[C@H](N)[C@@H](O)C(F)(F)F,1,0,False,True,False,True,False,False,True
ZINC34537889,CC(C)(C)OC(=O)NCCC[C@@H](N)[C@@H](O)C(F)(F)F,1,0,False,True,False,True,False,False,True
ZINC85475068,COCCO[C@H]1[C@@H](n2cnc3c(=O)[nH]c(N)nc32)O[C@H](CO)[C@H]1O,1,0,False,True,False,True,False,False,True
ZINC02267742,CC(C)CCOC[C@@H](O)CC(C(=O)NN)C(=O)NN,1,0,False,True,False,True,False,False,True
ZINC72279789,CC[C@H]1C[N@@H+](CCOCC(F)(F)F)CCN1C[C@@H](C)O,1,0,False,True,False,True,False,False,True
ZINC83291128,COCCO[C@@H]1[C@@H](O)[C@@H](CO)O[C@H]1n1cnc2c(N)ncnc21,1,0,False,True,False,True,False,False,True
ZINC02099597,N#CCCOCC#CC[N@@H+]1CCCC[C@H]1c1cccnc1,3,0,False,True,False,True,False,False,True
ZINC02569364,C#CCCCO[C@@H]1CCCCO1,2,0,False,True,False,True,False,False,True
ZINC05527849,C[C@H](O)COCC#CC[NH+](C)C,1,0,False,True,False,True,False,False,True
ZINC05633400,CC(C)[C@@](C)(C#CC[NH+]1CCCCC1)OCCC#N,1,0,False,True,False,True,False,False,True
ZINC05633455,CC(C)[C@](C)(C#CC[NH+]1CCCC1)OCCC#N,1,0,False,True,False,True,False,False,True
ZINC15771309,CCCCC#C[C@@H]1CC[C@H](C#CCCCC)O1,2,0,False,True,False,True,False,False,True
ZINC33686093,CC[C@H](C#CCN1CCOCC1)OCCC#N,1,0,False,True,False,True,False,False,True
ZINC39105514,C#C/C(=C\[C@H]1OC1(C)C)CCCCCC,2,0,False,True,False,True,False,False,True
ZINC72320240,C=C[C@@H](O)C#CC#CC[C@@H]1O[C@@H]1CCCCCCC,3,0,False,True,False,True,False,False,True
ZINC72320241,C=C[C@@H](O)C#CC#CC[C@@H]1O[C@H]1CCCCCCC,3,0,False,True,False,True,False,False,True
ZINC72320243,C=C[C@@H](O)C#CC#CC[C@H]1O[C@H]1CCCCCCC,3,0,False,True,False,True,False,False,True
ZINC79264495,C#CCNC(=O)NCCCC[N@@H+]1CCC[C@H](C)C1,2,0,False,True,False,True,False,False,True
ZINC96341634,C#CCCO[C@@H]1CCC[C@@](C)(C(C)C)C1,1,0,False,True,False,True,False,False,True
ZINC01721910,C#CCCCCO[C@@H]1CCCCO1,3,0,False,True,False,True,False,False,True
ZINC02034946,C#CCOC[C@H](O)CO,1,0,False,True,False,True,False,False,True
ZINC02294462,CC[C@](C)(C#CC[NH+]1CCCCC1)OCCC#N,1,0,False,True,False,True,False,False,True
ZINC05287001,C#C[C@H](OCCC#N)[C@@H]1CC=CCC1,1,0,False,True,False,True,False,False,True
ZINC39049373,CCCCC#C[C@H]1O[C@@H]1C,1,0,False,True,False,True,False,False,True
ZINC01721993,OCCC#CCCCO[C@@H]1CCCCO1,2,0,False,True,False,True,False,False,True
