mol_id,smiles,piperdine,benzene,train,A,B,A&~B,~A&B,A&B,~(A&B)
ZINC63350264,CC(C)CN1CC(=O)N2CCC3=c4ccccc4=[NH+][C@@H]3[C@@]2(C)C1=O,1,1,True,True,True,False,False,True,False
ZINC97759220,COc1cc(C(=O)[O-])cc(C(=O)N2CCC3(CC2)OCCC[C@@H]3O)c1,1,1,True,True,True,False,False,True,False
ZINC58343762,NC(=O)[C@@H](c1ccccc1)[N@H+]1CC[C@H](c2ccnn2CCO)CC1,1,1,True,True,True,False,False,True,False
ZINC72891269,CC/[NH+]=C(/NC[C@@H](O)c1ccccc1F)N1CCC[C@@H](C)C1,1,1,True,True,True,False,False,True,False
ZINC97743051,CC(C)CCn1c(CN2C[C@@H]3CC[C@H](C2)C(=O)N3)[nH+]c2ccccc21,1,1,True,True,True,False,False,True,False
ZINC72152870,c1cncc(CO[C@H]2CCC[N@@H+](Cc3cccc4cnccc34)C2)c1,1,1,True,True,True,False,False,True,False
ZINC28820143,O=C1NCC[C@H]2c3cc(OCc4ccccc4)ccc3N[C@H]12,1,2,True,True,True,False,False,True,False
ZINC72150729,Nc1ncccc1CN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1,1,1,True,True,True,False,False,True,False
ZINC93704499,Cc1ccc2[nH+]cc(C[N@@H+]3CCC[C@H](Nc4ccccc4)C3)n2c1,1,1,True,True,True,False,False,True,False
ZINC91526847,Cc1cc2[nH]c(C[N@@H+]3CCC[C@](C)(c4ccccc4)C3)cc(=O)n2n1,1,1,True,True,True,False,False,True,False
ZINC77472862,C#CCOc1ccc([C@@H]2N=C([O-])[C@H]3CCCC[N@@H+]32)cc1OCC,1,1,True,True,True,False,False,True,False
ZINC97577807,O=C(OCC1CCN(CC(F)(F)F)CC1)[C@@H]1C[C@H]1c1cccc(Cl)c1,1,1,True,True,True,False,False,True,False
ZINC19324221,CC1(C)[C@]2([N+](=O)[O-])CN3C[C@@]1([N+](=O)[O-])CN(C2)[C@@H]3c1ccc(F)cc1,2,1,True,True,True,False,False,True,False
ZINC08659933,c1ccc(C2(c3ccccc3)OC[C@H]([C@@H]3CCCC[NH2+]3)O2)cc1,1,2,True,True,True,False,False,True,False
ZINC39110522,Cc1cc(F)ccc1[C@H]1[NH2+]CCC[C@H]1CO,1,1,True,True,True,False,False,True,False
ZINC95505147,Cc1ccc(C#C[C@H](Cc2ccccc2)N2CCC(O)CC2)nc1,1,1,True,True,True,False,False,True,False
ZINC05736093,C=C(C)C#C[C@](O)(C(=O)O[C@H]1[C@H]2CC[N@H+](CC2)[C@@H]1C)c1ccccc1,3,1,True,True,True,False,False,True,False
ZINC19433225,COc1cc2c(cc1OC)CN(C1CC[NH2+]CC1)CC2,1,1,True,True,True,False,False,True,False
ZINC29515093,C[C@H]1C[C@H](C)CN(C(=O)c2ccc(-n3cncn3)c([N+](=O)[O-])c2)C1,1,1,True,True,True,False,False,True,False
ZINC78613285,N#Cc1ccc(N2CCC(OCCc3ccccc3)CC2)cc1Cl,1,2,True,True,True,False,False,True,False
ZINC64093697,O=C1CC(C2CCN(C/C=C/c3ccc(F)cc3)CC2)=NC=N1,1,1,True,True,True,False,False,True,False
ZINC39444022,CC1=N[C@H]2OC(N)=C(C#N)[C@]3(CC[N@H+](Cc4ccccc4)CC3)C2=N1,1,1,True,True,True,False,False,True,False
ZINC37524777,CCC(=O)NC1CCN(c2ccccc2C(=O)N[C@@H](C)C(C)C)CC1,1,1,True,True,True,False,False,True,False
ZINC77459214,CC(=O)NCC[C@@H]1CCCCN1S(=O)(=O)Cc1ccc(C)cc1,1,1,True,True,True,False,False,True,False
ZINC62353858,CC(=O)N1CCc2cc([C@H](O)C[NH+]3CCCCC3)ccc21,1,1,True,True,True,False,False,True,False
ZINC96241740,CO[C@@H]1C[C@]2(CC[N@@H+]([C@H]3CCOC3)CC2)c2cc(C)ccc21,1,1,True,True,True,False,False,True,False
ZINC93103821,COC[C@H]1CC[N@H+](Cc2c[nH]nc2-c2ccc3c(c2)OCCO3)CC1,1,1,True,True,True,False,False,True,False
ZINC67868905,Nc1cc[nH+]c(N2CCC[C@@](CO)(Cc3ccc(F)cc3F)C2)n1,1,1,True,True,True,False,False,True,False
ZINC67947685,COc1ccc(-c2nc(CN3CCC(F)CC3)c(C)o2)c(OC)c1C,1,1,True,True,True,False,False,True,False
ZINC71835090,CCCO[C@@H]1CCCN(C(=O)c2nn(CC)c(=O)c3ccccc23)C1,1,1,True,True,True,False,False,True,False
ZINC76681572,COc1ccc(COC[C@H](O)C[N@@H+]2CCC[C@H]([NH+]3CCCC3)C2)cc1,1,1,True,True,True,False,False,True,False
ZINC71876407,c1ccc2oc(CCC[N@@H+]3CCCC[C@H]3Cn3cncn3)nc2c1,1,1,True,True,True,False,False,True,False
ZINC92969658,C=CCOc1c(Br)cc(C[N@H+]2CC[C@H]([C@H](C)O)CC2)cc1OCC,1,1,True,True,True,False,False,True,False
ZINC12498859,Cc1ccccc1NC(=S)N[C@H]1C[C@@H]2CCC[C@H](C1)[N@H+]2CC(C)C,2,1,True,True,True,False,False,True,False
ZINC26480365,Nc1nc(-c2ccc3ccccc3c2)c(C[NH+]2CCCCC2)s1,1,2,True,True,True,False,False,True,False
ZINC40473206,O=c1[nH]c(C[N@@H+]2CCCC[C@H]2CO)nc2cc(Cl)ccc12,1,1,True,True,True,False,False,True,False
ZINC93008027,C[C@H]1Oc2ccc(C(=O)[C@H]3CC[N@H+](C4CCCC4)CC3)cc2NC1=O,1,1,True,True,True,False,False,True,False
ZINC96222705,O=C(c1cc[nH]n1)N1CCC[C@@]2(C[C@@H](Nc3ccccc3)CO2)C1,1,1,True,True,True,False,False,True,False
ZINC19336793,O=c1ccc(-c2ccc(F)cc2)nn1C[C@]1(O)C[C@@H]2CC[C@H](C1)[NH2+]2,1,1,True,True,True,False,False,True,False
ZINC45944487,Oc1c([C@@H](c2ccccc2)[NH+]2CCCCC2)ccc2cccnc12,1,2,True,True,True,False,False,True,False
ZINC91873055,COC[C@]1(O)CCN(C(=O)CCSCc2ccccc2)CC1(C)C,1,1,True,True,True,False,False,True,False
ZINC00341636,Clc1ccc2nc(N3CCCCC3)nc(-c3ccccc3)c2c1,1,2,True,True,True,False,False,True,False
ZINC38809057,COc1cc([C@@H](C[NH3+])[NH+]2CCCCC2)cc(OC)c1OC,1,1,True,True,True,False,False,True,False
ZINC46087407,C[N@H+]1CCC[C@@](O)(CN2CCN(c3cccc(Cl)c3)CC2)C1,1,1,True,True,True,False,False,True,False
ZINC96956146,O=C(Nc1ccccc1)[C@H]1CC[N@H+](CCOc2cccc(Br)c2)CC1,1,2,True,True,True,False,False,True,False
ZINC19293878,O[C@@H]1C[N@H+](Cc2cccc(F)c2)CC[C@H]1[NH2+]CCCn1ccnc1,1,1,True,True,True,False,False,True,False
ZINC72230269,C#CCN1CCCC[C@H]1C(=O)N(C)C[C@H]1OCCc2ccccc21,1,1,True,True,True,False,False,True,False
ZINC72975693,CCOC[C@@H]1CCC[N@H+]([C@@H](C)c2nnc(-c3cccc(Cl)c3)o2)C1,1,1,True,True,True,False,False,True,False
ZINC05447863,NC(=O)[C@@H]1CCC[N@H+]([C@@H]2CC(=O)N(c3ccc(Br)cc3)C2=O)C1,1,1,True,True,True,False,False,True,False
ZINC96083367,O=C(NC1CC1)N1CC[C@]2(c3ccccc3)C[N@@H+](CCO)C[C@H]2C1,1,1,True,True,True,False,False,True,False
ZINC72432264,C=Cc1ccc(C(=O)N2CC[C@@H](CNC(=O)CC(C)C)[C@H](O)C2)cc1,1,1,True,True,True,False,False,True,False
ZINC40477524,O=C(C[N@@H+]1CCC[C@H](CO)C1)NCc1ccccc1OC(F)(F)F,1,1,True,True,True,False,False,True,False
ZINC30791240,Cc1ccc(S(=O)(=O)/C(C#N)=C/N2CCC(C(N)=O)CC2)cc1C,1,1,True,True,True,False,False,True,False
ZINC90615282,COC(=O)C1CCN(C(=O)[C@H](C)N2CCc3ccc(Cl)cc3C2)CC1,1,1,True,True,True,False,False,True,False
ZINC95450612,NC(=O)C[C@H]1CCCCN1C(=O)c1cc(F)cc(Cl)c1O,1,1,True,True,True,False,False,True,False
ZINC91562730,C[C@@H]1C[N@H+](Cc2ccc(C(N)=O)cc2)CC[C@@]1(O)C1CCOCC1,1,1,True,True,True,False,False,True,False
ZINC39532469,C[N@H+](C[C@H]1CC=CCC1)C[C@H]1CC[N@H+](CCc2ccccc2F)CC1,1,1,True,True,True,False,False,True,False
ZINC16958752,COC(=O)[C@@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C(N)=O,1,1,True,True,True,False,False,True,False
ZINC79026716,CC(C)(C)OC(=O)N1CCC2(CC1)C[C@H]([NH3+])c1c(C#N)cccc12,1,1,True,True,True,False,False,True,False
ZINC22011128,C[C@H](c1nc(N)nc(Nc2ccccc2)n1)[N@H+]1CC[C@H](O)CC1,1,1,True,True,True,False,False,True,False
ZINC97657244,COc1cc(OC)cc([C@H](O)CNC(=O)C[C@H]2CC[N@H+](C)CC2)c1,1,1,True,True,True,False,False,True,False
ZINC96219641,CO[C@@H]1CCN(Cc2cc(C)cc(C)c2)[C@H]2CCO[C@@H]21,1,1,True,True,True,False,False,True,False
ZINC60460297,C[C@H]1C[C@H](C)C[NH+](Cc2nnnn2-c2ccc(OC(F)F)cc2)C1,1,1,True,True,True,False,False,True,False
ZINC95934540,CO[C@@H]1C[N@H+](CCCOc2ccc(F)cc2)CCC1=O,1,1,True,True,True,False,False,True,False
ZINC40431682,OC[C@@H]1CCCCN1c1[nH]c2ccccc2[nH+]1,1,1,True,True,True,False,False,True,False
ZINC53672451,O=S(=O)(NC1CCN(c2ccccc2)CC1)c1cccs1,1,1,True,True,True,False,False,True,False
ZINC22013494,C[N@H+]1CC[C@](O)(c2ccc3[nH]ncc3c2)CC1,1,1,True,True,True,False,False,True,False
ZINC73381024,CCCCOc1ccc(C[NH2+]C2CCN(C3CC3)CC2)cc1,1,1,True,True,True,False,False,True,False
ZINC69276436,N#Cc1c(F)cccc1N1CCC(C2OCCO2)CC1,1,1,True,True,True,False,False,True,False
ZINC13548989,NN1C(=O)c2cccc3c(N4CCCCC4)ccc(c23)C1=O,1,2,True,True,True,False,False,True,False
ZINC64619089,O=S(=O)(/N=C(\[O-])C1(c2ccc(F)cc2)CCC1)N1CCCCC1,1,1,True,True,True,False,False,True,False
ZINC73342765,NC(=O)[C@H](NCC1([NH+]2CCCCC2)CCCCC1)c1ccc(F)cc1,1,1,True,True,True,False,False,True,False
ZINC67878214,CC(C)C[C@H]1CN(S(=O)(=O)/C=C/c2ccccc2)CC[C@@]1(C)O,1,1,True,True,True,False,False,True,False
ZINC41181960,Cc1ccc(-n2c(N)c(C[N@H+]3CC[C@H](C)CC3)c(=O)[nH]c2=O)cc1,1,1,True,True,True,False,False,True,False
ZINC19720779,COc1cc(C#CC#CCN2CCCCC2)ccc1O,1,1,True,True,True,False,False,True,False
ZINC98213836,NC1(Cc2ccc(C(F)(F)F)cc2)CC[NH2+]CC1,1,1,True,True,True,False,False,True,False
ZINC78901925,Cc1cc([C@H]2CCCN(C(=O)[C@H](C)Oc3ccc(C#N)cc3)C2)[nH]n1,1,1,True,True,True,False,False,True,False
ZINC55393401,COCCn1ccnc1C[N@@H+]1CCCC[C@H]1CCc1ccc(O)cc1,1,1,True,True,True,False,False,True,False
ZINC38201367,CNC(=S)NNC(=O)[C@@H]1C2CCN(CC2)[C@@H]1SCc1ccc(Cl)cc1,3,1,True,True,True,False,False,True,False
ZINC77616207,C[C@H]1CCN(C(=O)[C@@H](C)NC(=O)c2n[nH]c3ccccc23)[C@H](C)C1,1,1,True,True,True,False,False,True,False
ZINC90402733,Cc1ncc([C@H](C)[NH2+]C2CCN(C(=O)c3ccccc3F)CC2)s1,1,1,True,True,True,False,False,True,False
ZINC05069411,COC[C@H]1CN(C)C(=O)[C@@H]2CC[N@@H+](CCc3ccccc3)CC[C@H]12,1,1,True,True,True,False,False,True,False
ZINC03472219,C[C@H]1C[C@@H](C)CN(C(=O)CSc2nnc(-c3cccc(Cl)c3)n2N)C1,1,1,True,True,True,False,False,True,False
ZINC54780482,CCOCCNC(=O)NCc1ccc(N2CCCCC2=O)cc1,1,1,True,True,True,False,False,True,False
ZINC19595183,C[N@H+]1CCCC[C@@H]1CNc1nncc(-c2cccc3ccccc23)n1,1,2,True,True,True,False,False,True,False
ZINC67756043,OCCN(Cc1ccccc1F)c1cc(C2CC[NH2+]CC2)[nH+]cn1,1,1,True,True,True,False,False,True,False
ZINC85771136,CS(=O)(=O)N1CCC[C@H](CN2CCSc3ccccc32)C1,1,1,True,True,True,False,False,True,False
ZINC55243820,O[C@H](C#CCN1CCCC[C@@H]1c1cccnc1)c1ccccc1,1,1,True,True,True,False,False,True,False
ZINC96089761,c1ccc([C@@H]2CO[C@]3(CC[N@@H+](Cc4cnc[nH]4)CC3)C2)cc1,1,1,True,True,True,False,False,True,False
ZINC65210483,CS(=O)(=O)N1CCc2ccc(C(=O)N[C@H]3CC[N@H+](C)CC3)cc21,1,1,True,True,True,False,False,True,False
ZINC69347327,C[C@H](O)C[N@H+]1CC[C@H](CNCc2nc3ccccc3n2C)CC1,1,1,True,True,True,False,False,True,False
ZINC72462978,CCCCc1[nH]c(C[N@H+]2CCCC[C@@H]2c2ccc(F)cc2)c[nH+]1,1,1,True,True,True,False,False,True,False
ZINC66562039,C[C@H]1C[N@@H+](C2CCN(Cc3nc4c(F)cccc4[nH]3)CC2)CCO1,1,1,True,True,True,False,False,True,False
ZINC91643605,CS(=O)(=O)N1C[C@@H]2CC[C@H](C1)[N@@H+](Cc1cc(-c3ccccc3)no1)C2,1,1,True,True,True,False,False,True,False
ZINC96062801,CC[C@H](C)[NH2+][C@H]1Cc2ccccc2C12CC[NH2+]CC2,1,1,True,True,True,False,False,True,False
ZINC11816817,COCC[N@@H+]1CCC[C@@]2(CC[N@@H+](C/C(C)=C/c3ccccc3)C2)C1,1,1,True,True,True,False,False,True,False
ZINC48229772,Cc1nc(N2CCC(c3ccc(O)cc3)CC2)c2cnn(C)c2n1,1,1,True,True,True,False,False,True,False
ZINC39627053,O=S(=O)(/N=C1\CCCCN1CCc1ccccc1)c1ccc(Cl)cc1,1,2,True,True,True,False,False,True,False
ZINC32985316,Cc1cc(C)cc(N2C(=O)CC(c3ccccc3)CC2=O)c1,1,2,True,True,True,False,False,True,False
ZINC58560765,Cc1cccc([N+](=O)[O-])c1S(=O)(=O)N1CCC([NH+](C)C)CC1,1,1,True,True,True,False,False,True,False
ZINC97599425,CC#CCSc1nnc(N2CCCCC2)n1-c1ccccc1,1,1,True,True,True,False,False,True,False
ZINC96194467,OCC#CCN1CCC(c2ccccc2)(c2ccccc2)CC1,1,2,True,True,True,False,False,True,False
ZINC42775457,CC(C)(c1ccccc1)c1ccc(OC2CC[NH2+]CC2)c(Cl)c1,1,2,True,True,True,False,False,True,False
ZINC71790845,CC[C@H]1C[NH2+]CC[C@H]1c1ccccc1,1,1,True,True,True,False,False,True,False
ZINC93645095,COc1ccc2oc(CN(C)[C@@H]3CC[N@@H+](C)[C@H](C)C3)cc2c1,1,1,True,True,True,False,False,True,False
ZINC75611416,Fc1ccc2c(NC3CCN(c4ncccn4)CC3)cc[nH+]c2c1,1,1,True,True,True,False,False,True,False
ZINC19559121,COc1ccc(F)cc1[C@H](O)C[N@H+]1CC[C@H](Oc2cccnc2)CC1,1,1,True,True,True,False,False,True,False
ZINC72340214,C=CC[C@]1(C(=O)OC)C(=O)C[C@H]2CC[C@@H]1N2Cc1ccc(F)cc1,1,1,True,True,True,False,False,True,False
ZINC74472574,NS(=O)(=O)c1ccc(C[NH2+]C[C@]2(O)CCCN3CCCC[C@H]32)cc1,2,1,True,True,True,False,False,True,False
ZINC63834825,Cc1ncoc1C(=O)N1CCC2=NN=C(Cc3ccccc3)[C@@H]2C1,1,1,True,True,True,False,False,True,False
ZINC65531906,C[C@@H]1C[C@H]1C(=O)NCCC(=O)Nc1cc(F)ccc1N1CCCCC1,1,1,True,True,True,False,False,True,False
ZINC92729990,COc1ccc(CN2CCCC[C@@H]2c2[nH]cc[nH+]2)c(Cl)c1OC,1,1,True,True,True,False,False,True,False
ZINC95395277,C#CCOC1CCN(C(=O)CNC(=O)c2cc(F)cc(F)c2)CC1,1,1,True,True,True,False,False,True,False
ZINC17750258,CCOc1ccc(/C=N/N2[C@@H](C)CCC[C@H]2C)cc1OC,1,1,True,True,True,False,False,True,False
ZINC78552967,C[NH+](C)CCN1CCC(C[NH2+]Cc2cccc(O)c2)CC1,1,1,True,True,True,False,False,True,False
ZINC91832515,Cc1noc([C@H]2CCCN(Cc3ccc(C)c([N+](=O)[O-])c3)C2)n1,1,1,True,True,True,False,False,True,False
ZINC96005013,O=C(N1CCOCC1)N1CCC[C@@H](S(=O)(=O)[N-]c2ccccc2)C1,1,1,True,True,True,False,False,True,False
ZINC67562041,COc1ccc(F)c(-c2cncc(C(=O)N3CCCCC3)n2)c1,1,1,True,True,True,False,False,True,False
ZINC90007326,O=C(CN1CCOC[C@@H]1C1CC1)Nc1ccc([NH+]2CCCCC2)cc1,1,1,True,True,True,False,False,True,False
ZINC13265973,O[C@]1(c2ccc(F)cc2)C[C@@H]2CC[C@H](C1)N2c1ncnc2[nH]cnc12,1,1,True,True,True,False,False,True,False
ZINC91915413,C[C@]1(Cc2ccc3c(c2)OCO3)CCC(=O)N([C@H]2CC[C@H](O)CC2)C1,1,1,True,True,True,False,False,True,False
ZINC67714366,Cc1c(O)cccc1C(=O)N1CCC2(CC1)C(=O)NCCN2C,1,1,True,True,True,False,False,True,False
ZINC02912831,Cc1cc(NC(=S)N(C(C)C)[C@H]2CC[N@H+](C(C)C)CC2)ccc1Cl,1,1,True,True,True,False,False,True,False
ZINC20202667,CCn1cc[nH+]c1C[N@H+]1CC[C@@](CO)(CCc2ccccc2)CC1,1,1,True,True,True,False,False,True,False
ZINC91270187,[NH3+]CCc1ccc(C[N@H+]2C[C@@H]3CC[C@H](C2)N(CC2CCC2)C3=O)cc1,1,1,True,True,True,False,False,True,False
ZINC93042777,COc1cc(Cl)c(C[N@@H+]2CCC[C@H](CN3CCOCC3)C2)cc1Cl,1,1,True,True,True,False,False,True,False
ZINC91770600,C[N@H+]1CC[C@@]2(CC1)C[C@@H](c1ccccc1)C(=O)N(C1CC1)C2,2,1,True,True,True,False,False,True,False
ZINC89925957,COC(=O)[C@@H](c1ccccc1)N1CCC([C@@H](O)c2[nH+]ccn2C)CC1,1,1,True,True,True,False,False,True,False
ZINC93454006,CC(=O)O[C@H]1CC[N@H+](CC(C)(C)CN(C)Cc2ccccc2)CC1,1,1,True,True,True,False,False,True,False
ZINC71771895,Nc1nc(N2CCC(=O)CC2)ncc1S(=O)(=O)c1ccccc1,1,1,True,True,True,False,False,True,False
ZINC89970720,O[C@]1(C(F)(F)F)CC[N@H+](CCCc2cccc3ccccc23)CC1,1,2,True,True,True,False,False,True,False
ZINC95480559,O=C(Cn1ccc2ccc(F)cc21)N1CC[C@]2(O)CCCC[C@@H]2C1,1,1,True,True,True,False,False,True,False
ZINC95383903,COCc1cc(C[NH2+]C2CCN(c3nc4ccccc4o3)CC2)[nH]n1,1,1,True,True,True,False,False,True,False
ZINC02862717,C[C@H]1CC[N@H+](CC#CCOc2ccc(Cl)cc2)CC1,1,1,True,True,True,False,False,True,False
ZINC15775443,C1=C(c2ccccc2)C[C@@]2([NH+]3CCCCC3)CCCC[C@@H]2C1,1,1,True,True,True,False,False,True,False
ZINC54529961,CC1CCN(C(=O)CN2CCN(c3ccc(O)cc3)CC2)CC1,1,1,True,True,True,False,False,True,False
ZINC69444201,C[C@H]1C[C@@H](C)C[N@@H+](CCNC(=O)C(=O)Nc2ccc(F)c(C#N)c2)C1,1,1,True,True,True,False,False,True,False
ZINC71916666,C#CCC[N@H+]1CC[C@H](NC(=O)c2ccn(-c3ccccc3F)n2)CC1,1,1,True,True,True,False,False,True,False
ZINC35312051,CCC(C)(C)NC(=O)C1CCN(c2nnnn2-c2ccccc2)CC1,1,1,True,True,True,False,False,True,False
ZINC53411401,CCOC(=O)N1CCC[C@H](C(=O)N[C@H]2CCOc3ccc(Br)cc32)C1,1,1,True,True,True,False,False,True,False
ZINC91997334,O=C([O-])CC[N@H+]1C[C@H]2CC[C@@H]1CN(Cc1ccc(F)cc1)C2,1,1,True,True,True,False,False,True,False
ZINC98030179,C[C@@H]1CCC[N@H+](C[C@@H](C)NC(=O)NC[C@@H](c2ccccc2)N(C)C)C1,1,1,True,True,True,False,False,True,False
ZINC49497922,O=C(N[C@@H]1CCCNC1=O)c1ccc(O)c(Cl)c1,1,1,True,True,True,False,False,True,False
ZINC77536255,Cc1ccc(C(F)(F)F)cc1C(=O)N[C@@H]1CC[NH2+]C[C@H]1O,1,1,True,True,True,False,False,True,False
ZINC72420472,COCCCN(Cc1ccc(OC)c(F)c1)[C@H]1CC[N@H+](C)CC1,1,1,True,True,True,False,False,True,False
ZINC93505264,Clc1ccc2c(c1)C=C(CN1CC[C@H]3OCCC[C@@H]3C1)CO2,1,1,True,True,True,False,False,True,False
ZINC97017224,Cc1cc(N2CCC([NH2+][C@H](C)Cc3ccc(F)cc3)CC2)nc(C)n1,1,1,True,True,True,False,False,True,False
ZINC95361479,CN(C)[C@@H](C(=O)N1CC([NH+]2CCCCC2)C1)c1cccc(F)c1,1,1,True,True,True,False,False,True,False
ZINC78847300,CC[C@@H](c1ccc(F)cc1)[N@H+]1CC[C@H](C[N@@H+]2C[C@H](C)O[C@H](C)C2)CC1,1,1,True,True,True,False,False,True,False
ZINC69848168,O=C1CC[C@@H](C(=O)N2CCCC[C@@H]2c2ccc(C(F)(F)F)cc2)N1,1,1,True,True,True,False,False,True,False
ZINC95530057,NC(=O)CC[C@H]1CC[N@H+](C[C@@H]2CCOc3ccccc3C2)CC1,1,1,True,True,True,False,False,True,False
ZINC09985287,O=C(Nc1ccc(OC(F)(F)F)cc1)C(=O)N1CCC(O)CC1,1,1,True,True,True,False,False,True,False
ZINC90164987,O=C(C#Cc1ccc2c(c1)OCO2)N1CCCC[C@@H]1CCO,1,1,True,True,True,False,False,True,False
ZINC89616912,Cc1ccc(F)c(N2CCC[C@@H](NC(=O)N(C)CC[C@@H](C)O)C2)c1,1,1,True,True,True,False,False,True,False
ZINC58292828,CCS(=O)(=O)N1CCC(Nc2c(F)cc(C#N)cc2F)CC1,1,1,True,True,True,False,False,True,False
ZINC75820393,C[C@@H](C[NH2+]Cc1cnn(Cc2ccccc2)c1)C[NH+]1CCCCC1,1,1,True,True,True,False,False,True,False
ZINC71551858,O=C(c1cccc(-c2[nH]cc[nH+]2)c1)N1CCC(O)(C(=O)[O-])CC1,1,1,True,True,True,False,False,True,False
ZINC32960416,Cc1c(C)n(-c2ccccc2)c2[nH+]cnc(N3CCC(C)CC3)c12,1,1,True,True,True,False,False,True,False
ZINC95073736,O=S1(=O)N=C(OCCC2CC[NH2+]CC2)c2ccccc21,1,1,True,True,True,False,False,True,False
ZINC97034833,C[C@@H]([NH2+]C[C@@H]1CCCN(c2ncccn2)C1)c1cccc(C#N)c1,1,1,True,True,True,False,False,True,False
ZINC72165110,COc1ccccc1-c1cc(NC2CC[NH2+]CC2)nc2[nH]ccc12,1,1,True,True,True,False,False,True,False
ZINC41619912,C[C@H](C(=O)c1ccc2c(c1)CCN2)[NH+]1CCCCC1,1,1,True,True,True,False,False,True,False
ZINC78272089,O=C(CSCCOc1ccccc1F)N1CCCCC1,1,1,True,True,True,False,False,True,False
ZINC22310152,CS(=O)(=O)N1CCC(C(=O)Oc2ccc(Br)cc2)CC1,1,1,True,True,True,False,False,True,False
ZINC65313566,COc1ccc(CNC(=O)[C@H]2CCCN(c3cnnc([O-])c3)C2)cc1,1,1,True,True,True,False,False,True,False
ZINC93339575,COCCOC1CCN(Cc2nc(-c3ccc(Br)cc3)c[nH]2)CC1,1,1,True,True,True,False,False,True,False
ZINC57653044,C[C@@H]1CN(C)[C@H](C)C[C@H]1[NH2+]Cc1ccccc1,1,1,True,True,True,False,False,True,False
ZINC68757309,NC(=O)[C@H]1CCCC[N@@H+]1C/C([O-])=N/c1ccc([N+](=O)[O-])cc1Cl,1,1,True,True,True,False,False,True,False
ZINC19574098,CSc1ncc(C[N@H+]2[C@H]3CC[C@@H]2C[C@](O)(c2cccc(F)c2)C3)cn1,1,1,True,True,True,False,False,True,False
ZINC78721353,CC[N@H+]1CC[C@H](N(C(=O)[C@H]2C[C@H]2c2ccc(F)c(F)c2)C2CC2)CC1,1,1,True,True,True,False,False,True,False
ZINC45796574,Cc1cccc(C)c1N1CCC[C@H](O)[C@H]1C(N)=O,1,1,True,True,True,False,False,True,False
ZINC72376763,Nc1ncc(-c2ccc(F)cc2)c([C@@H]2CCCCN2CCO)n1,1,1,True,True,True,False,False,True,False
ZINC30543501,NC(=O)C1CCN(Cn2c(SC(F)F)nc3ccccc32)CC1,1,1,True,True,True,False,False,True,False
ZINC12298928,O=S(=O)(Cc1ccccc1)NC[C@H]1CCC[N@@H+](C2CSCCSC2)C1,1,1,True,True,True,False,False,True,False
ZINC88338616,C#CCN1CCC(c2nc(-c3cc4ccccc4o3)no2)CC1,1,1,True,True,True,False,False,True,False
ZINC90228215,O=C1[C@H](NCc2cccc([N+](=O)[O-])c2)CCCN1c1ccccc1F,1,2,True,True,True,False,False,True,False
ZINC97112193,O=C(c1cn2nc(Cl)ccc2n1)N1CCC(Cc2ccccc2)CC1,1,1,True,True,True,False,False,True,False
ZINC67487049,Cc1ccc([N+](=O)[O-])cc1NC(=O)N[C@@H](C)C(=O)N1CCCCC1,1,1,True,True,True,False,False,True,False
ZINC43122337,Cc1ccc(C)c(SCC(=O)N[C@H]2CC[N@H+](CC(N)=O)CC2)c1,1,1,True,True,True,False,False,True,False
ZINC11008624,O=C(Nc1ccccc1)N1CCC[C@@H](c2nnc3n2CCCCC3)C1,1,1,True,True,True,False,False,True,False
ZINC20450375,CO[C@H]1CC[N@H+](Cc2ccccc2-c2nnn[n-]2)CC1,1,1,True,True,True,False,False,True,False
ZINC97284645,O=C(Nc1ccc(Cl)cc1Cl)[C@H]1CCCCN1C(=O)[C@@H]1CC1(Cl)Cl,1,1,True,True,True,False,False,True,False
ZINC11053585,CCOc1ccc(CC[C@H]2CC[N@H+]([C@H](C)C(N)=O)CC2)cc1,1,1,True,True,True,False,False,True,False
ZINC85276794,C#CCNc1ccc(C(=O)N2CCCCC2)c(Cl)c1,1,1,True,True,True,False,False,True,False
ZINC19889034,C[C@@H]1CCC[C@H]([N@H+]2CC[C@H](N3CCN(c4ccccc4)CC3)CC2)C1,1,1,True,True,True,False,False,True,False
ZINC07056725,O=S(=O)([N-]c1ccccc1[NH+]1CCCCC1)c1cccc(Cl)c1,1,2,True,True,True,False,False,True,False
ZINC90192164,O=C(CSCC(F)(F)F)Nc1ccc(N2C(=O)CCCC2=O)cc1,1,1,True,True,True,False,False,True,False
ZINC96064915,CN(C)C(=O)[C@@H]1C[C@H]2OCC[C@H]2N(Cc2cccc3ccccc23)C1,1,2,True,True,True,False,False,True,False
ZINC71819593,Cc1[nH]ncc1CNCc1ccccc1C[N@@H+]1CCCC[C@H]1C,1,1,True,True,True,False,False,True,False
ZINC93087533,Cc1cc(C)c(C[N@H+]2CC[C@H](N3CCCC3=O)CC2)cc1C,1,1,True,True,True,False,False,True,False
ZINC91691418,CCOC(=O)[C@H]1CN(C)C[C@H](c2ccc(F)cc2)C1=O,1,1,True,True,True,False,False,True,False
ZINC91493233,COC1CCN(S(=O)(=O)N2C[C@@H](c3ccccc3)C(C)(C)C2)CC1,1,1,True,True,True,False,False,True,False
